code,name_ru,match
OUTPUT,Выпуск,^выпуск$
INTERMEDIATE_CONSUMPTION,Промежуточное потребление,^промежуточное потребление
GVA,Валовая добавленная стоимость,^валовая добавленная стоимость
NET_TAXES,Чистые налоги на продукты,^чистые налоги
GRP,Валовой региональный продукт,^валовой региональный продукт
