STRUCTURE[;],STRUCTURE_ID,ACTION,COUNTRY,INDEX_TYPE,COICOP_1999,TYPE_OF_TRANSFORMATION,FREQUENCY,TIME_PERIOD,OBS_VALUE,SCALE,PRECISION,DECIMALS_DISPLAYED,REPORTING_PERIOD_TYPE,TRANSFORMATION,UNIT,DERIVATION_TYPE,OVERLAP,REFERENCE_PERIOD,COMMON_REFERENCE_PERIOD,STATUS,IFS_FLAG
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2021-M11,2.477300572573024,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2021-M12,1.441905651224521,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2022-M01,0.9910802775024777,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2022-M02,0.9852216748768473,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2022-M03,1.485148514851485,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2022-M04,2.184707050645482,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2022-M05,2.087475149105368,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2022-M06,2.49500998003992,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2022-M07,2.686567164179104,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2022-M08,2.485089463220676,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2022-M09,2.783300198807157,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2022-M10,2.171767028627838,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2022-M11,1.573254670599803,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2022-M12,1.775147928994083,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2023-M01,2.060843964671246,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2023-M02,0.975609756097561,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2023-M03,0.6829268292682927,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2023-M04,0.09718172983479106,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2023-M05,0.1947419668938656,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2023-M06,0,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2023-M07,-0.2906976744186047,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2023-M08,0.09699321047526673,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2023-M09,0,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2023-M10,-0.1932367149758454,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2023-M11,-0.484027105517909,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2023-M12,-0.2906976744186047,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2024-M01,-0.8653846153846154,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2024-M02,0.6763285024154589,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2024-M03,0.09689922480620155,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2024-M04,0.1941747572815534,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2024-M05,0.2915451895043732,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2024-M06,0.1947419668938656,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2024-M07,0.4859086491739553,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2024-M08,0.5813953488372093,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2024-M09,0.3868471953578337,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2024-M10,0.2904162633107454,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2024-M11,0.1945525291828794,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2024-M12,0.09718172983479106,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2025-M01,0.4849660523763337,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2025-M02,-0.7677543186180422,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2025-M03,-0.0968054211035818,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2025-M04,-0.07461240310077519,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2025-M05,-0.07403100775193798,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2025-M06,0.1101068999028183,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2025-M07,0.01779497098646035,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2025-M08,-0.3640655105973025,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2025-M09,-0.2707129094412331,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2025-M10,0.2312741312741313,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2025-M11,0.7158252427184466,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2025-M12,0.8180582524271845,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2026-M01,0.2290540540540541,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2026-M02,1.331914893617021,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2026-M03,1.031782945736434,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2026-M04,1.200023273178631,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2026-M05,1.199919320116831,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2026-M06,1.000065040145302,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2026-M07,0.5000077355673652,0,,,,,,O,OL,,,,true
dataflow,IMF.STA:CPI(5.0.0),R,CHN,CPI,_T,YOY_PCH_PA_PT,M,2026-M08,0.8000224323427971,0,,,,,,O,OL,,,,true
