STRUCTURE[;],STRUCTURE_ID,ACTION,COUNTRY,SECTOR,INDICATOR,FREQUENCY,TIME_PERIOD,OBS_VALUE,SCALE,PRECISION,DECIMALS_DISPLAYED,FSI,FSI_STO,FSI_COMPONENT,COUNTERPARTY_SECTOR,NA_STO,PRICES,UNIT,DERIVATION_TYPE,OVERLAP,STATUS,DEFINITION,CONSOLIDATION_BASIS,INTRAGROUP_ADJUSTMENTS,ACCOUNTING_STANDARDS
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI626_CFSI_PT,Q,2008-Q1,11.84239252287932,0,,,FSI626,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI626_CFSI_PT,Q,2008-Q2,11.59231502538026,0,,,FSI626,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI626_CFSI_PT,Q,2008-Q3,11.44620228852729,0,,,FSI626,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI626_CFSI_PT,Q,2008-Q4,11.6365914384374,0,,,FSI626,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI626_CFSI_PT,Q,2009-Q1,10.81664532901906,0,,,FSI626,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI626_CFSI_PT,Q,2009-Q2,5.677529138109709,0,,,FSI626,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI626_CFSI_PT,Q,2009-Q3,4.440044073039253,0,,,FSI626,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI626_CFSI_PT,Q,2009-Q4,5.904242537941516,0,,,FSI626,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI626_CFSI_PT,Q,2010-Q1,12.97271185413035,0,,,FSI626,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI626_CFSI_PT,Q,2010-Q2,13.67995926353772,0,,,FSI626,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI626_CFSI_PT,Q,2010-Q3,13.37996688961475,0,,,FSI626,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI626_CFSI_PT,Q,2010-Q4,13.04685324874835,0,,,FSI626,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI626_CFSI_PT,Q,2011-Q1,13.11931504910469,0,,,FSI626,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI626_CFSI_PT,Q,2011-Q2,14.21866237499792,0,,,FSI626,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI626_CFSI_PT,Q,2011-Q3,13.53056631219413,0,,,FSI626,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI626_CFSI_PT,Q,2011-Q4,13.04119453335059,0,,,FSI626,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI626_CFSI_PT,Q,2012-Q1,14.04160491059015,0,,,FSI626,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI626_CFSI_PT,Q,2012-Q2,13.36027601639884,0,,,FSI626,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI626_CFSI_PT,Q,2012-Q3,13.19016375938965,0,,,FSI626,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI626_CFSI_PT,Q,2012-Q4,12.70077775460463,0,,,FSI626,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI626_CFSI_PT,Q,2013-Q1,14.08793787352844,0,,,FSI626,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI626_CFSI_PT,Q,2013-Q2,12.78761743853645,0,,,FSI626,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI626_CFSI_PT,Q,2013-Q3,12.57170297541061,0,,,FSI626,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI626_CFSI_PT,Q,2013-Q4,12.47018716155657,0,,,FSI626,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI626_CFSI_PT,Q,2014-Q1,13.64185490354789,0,,,FSI626,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI626_CFSI_PT,Q,2014-Q2,12.8505579591448,0,,,FSI626,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI626_CFSI_PT,Q,2014-Q3,12.31162423610125,0,,,FSI626,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI626_CFSI_PT,Q,2014-Q4,13.77010831822735,0,,,FSI626,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI626_CFSI_PT,Q,2015-Q1,15.89579950701846,0,,,FSI626,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI626_CFSI_PT,Q,2015-Q2,14.96581962748597,0,,,FSI626,,CFSI,,,,PT,SC,,,,,,
