STRUCTURE[;],STRUCTURE_ID,ACTION,COUNTRY,SECTOR,INDICATOR,FREQUENCY,TIME_PERIOD,OBS_VALUE,SCALE,PRECISION,DECIMALS_DISPLAYED,FSI,FSI_STO,FSI_COMPONENT,COUNTERPARTY_SECTOR,NA_STO,PRICES,UNIT,DERIVATION_TYPE,OVERLAP,STATUS,DEFINITION,CONSOLIDATION_BASIS,INTRAGROUP_ADJUSTMENTS,ACCOUNTING_STANDARDS
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,ROA_CFSI_PT,Q,2009-Q1,-1.145852382940305,0,,,ROA,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,ROA_CFSI_PT,Q,2009-Q2,-11.85822566865,0,,,ROA,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,ROA_CFSI_PT,Q,2009-Q3,-9.624910917678971,0,,,ROA,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,ROA_CFSI_PT,Q,2009-Q4,-6.533727142503979,0,,,ROA,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,ROA_CFSI_PT,Q,2010-Q1,11.88879617349405,0,,,ROA,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,ROA_CFSI_PT,Q,2010-Q2,7.383203481103333,0,,,ROA,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,ROA_CFSI_PT,Q,2010-Q3,5.04244946702506,0,,,ROA,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,ROA_CFSI_PT,Q,2010-Q4,2.528119437845606,0,,,ROA,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,ROA_CFSI_PT,Q,2011-Q1,0.1792947843985423,0,,,ROA,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,ROA_CFSI_PT,Q,2011-Q2,0.5525560811953309,0,,,ROA,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,ROA_CFSI_PT,Q,2011-Q3,0.7164501413609971,0,,,ROA,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,ROA_CFSI_PT,Q,2011-Q4,1.180954607986713,0,,,ROA,,CFSI,,,,PT,SC,,,,,,
