STRUCTURE[;],STRUCTURE_ID,ACTION,COUNTRY,SECTOR,INDICATOR,FREQUENCY,TIME_PERIOD,OBS_VALUE,SCALE,PRECISION,DECIMALS_DISPLAYED,FSI,FSI_STO,FSI_COMPONENT,COUNTERPARTY_SECTOR,NA_STO,PRICES,UNIT,DERIVATION_TYPE,OVERLAP,STATUS,DEFINITION,CONSOLIDATION_BASIS,INTRAGROUP_ADJUSTMENTS,ACCOUNTING_STANDARDS
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI765_CFSI_PT,Q,2014-Q4,57.61255198183512,0,,,FSI765,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI765_CFSI_PT,Q,2015-Q1,52.24729303740258,0,,,FSI765,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI765_CFSI_PT,Q,2015-Q2,55.99905809645511,0,,,FSI765,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI765_CFSI_PT,Q,2015-Q3,62.14448687946694,0,,,FSI765,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI765_CFSI_PT,Q,2015-Q4,78.32319693114288,0,,,FSI765,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI765_CFSI_PT,Q,2016-Q1,69.95066216448987,0,,,FSI765,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI765_CFSI_PT,Q,2016-Q2,76.3013166005871,0,,,FSI765,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI765_CFSI_PT,Q,2016-Q3,68.9363862877207,0,,,FSI765,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI765_CFSI_PT,Q,2016-Q4,75.74579755207178,0,,,FSI765,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI765_CFSI_PT,Q,2017-Q1,73.26181289130235,0,,,FSI765,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI765_CFSI_PT,Q,2017-Q2,77.61229075697142,0,,,FSI765,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI765_CFSI_PT,Q,2017-Q3,91.54783074018263,0,,,FSI765,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI765_CFSI_PT,Q,2017-Q4,97.71441131164484,0,,,FSI765,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI765_CFSI_PT,Q,2018-Q1,96.2281148955613,0,,,FSI765,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI765_CFSI_PT,Q,2018-Q2,93.8548174184719,0,,,FSI765,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI765_CFSI_PT,Q,2018-Q3,92.31517388705253,0,,,FSI765,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI765_CFSI_PT,Q,2018-Q4,90.76006579561642,0,,,FSI765,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI765_CFSI_PT,Q,2019-Q1,116.1426306571564,0,,,FSI765,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI765_CFSI_PT,Q,2019-Q2,109.2291662628822,0,,,FSI765,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI765_CFSI_PT,Q,2019-Q3,93.77753349131855,0,,,FSI765,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI765_CFSI_PT,Q,2019-Q4,95.86611043017777,0,,,FSI765,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI765_CFSI_PT,Q,2020-Q1,91.98944005056806,0,,,FSI765,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI765_CFSI_PT,Q,2020-Q2,112.5401401922765,0,,,FSI765,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI765_CFSI_PT,Q,2020-Q3,111.6010945948845,0,,,FSI765,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI765_CFSI_PT,Q,2020-Q4,103.6357303111433,0,,,FSI765,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI765_CFSI_PT,Q,2021-Q1,106.0781816180617,0,,,FSI765,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI765_CFSI_PT,Q,2021-Q2,95.63418937305423,0,,,FSI765,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI765_CFSI_PT,Q,2021-Q3,89.64298918283383,0,,,FSI765,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI765_CFSI_PT,Q,2021-Q4,75.48298608052785,0,,,FSI765,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI765_CFSI_PT,Q,2022-Q1,68.45630581685297,0,,,FSI765,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI765_CFSI_PT,Q,2022-Q2,76.52352367420851,0,,,FSI765,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI765_CFSI_PT,Q,2022-Q3,75.425144762288,0,,,FSI765,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI765_CFSI_PT,Q,2022-Q4,73.23870747901131,0,,,FSI765,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI765_CFSI_PT,Q,2023-Q1,74.10430305737734,0,,,FSI765,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI765_CFSI_PT,Q,2023-Q2,75.58414750227002,0,,,FSI765,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI765_CFSI_PT,Q,2023-Q3,76.77521562671951,0,,,FSI765,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI765_CFSI_PT,Q,2023-Q4,74.24141140642503,0,,,FSI765,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI765_CFSI_PT,Q,2024-Q1,74.67355273708721,0,,,FSI765,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI765_CFSI_PT,Q,2024-Q2,75.22400013161743,0,,,FSI765,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI765_CFSI_PT,Q,2024-Q3,72.98823533344523,0,,,FSI765,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI765_CFSI_PT,Q,2024-Q4,70.92190263582249,0,,,FSI765,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI765_CFSI_PT,Q,2025-Q1,69.98751695372626,0,,,FSI765,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI765_CFSI_PT,Q,2025-Q2,68.0991726328787,0,,,FSI765,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI765_CFSI_PT,Q,2025-Q3,65.46417228945697,0,,,FSI765,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI765_CFSI_PT,Q,2025-Q4,66.81801596506691,0,,,FSI765,,CFSI,,,,PT,SC,,,,,,
