STRUCTURE[;],STRUCTURE_ID,ACTION,COUNTRY,SECTOR,INDICATOR,FREQUENCY,TIME_PERIOD,OBS_VALUE,SCALE,PRECISION,DECIMALS_DISPLAYED,FSI,FSI_STO,FSI_COMPONENT,COUNTERPARTY_SECTOR,NA_STO,PRICES,UNIT,DERIVATION_TYPE,OVERLAP,STATUS,DEFINITION,CONSOLIDATION_BASIS,INTRAGROUP_ADJUSTMENTS,ACCOUNTING_STANDARDS
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,ROE_CFSI_PT,Q,2009-Q1,-11.35784690911062,0,,,ROE,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,ROE_CFSI_PT,Q,2009-Q2,-135.1218383648785,0,,,ROE,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,ROE_CFSI_PT,Q,2009-Q3,-127.6906604541005,0,,,ROE,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,ROE_CFSI_PT,Q,2009-Q4,-94.15649230994136,0,,,ROE,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,ROE_CFSI_PT,Q,2010-Q1,163.660145111343,0,,,ROE,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,ROE_CFSI_PT,Q,2010-Q2,87.70046728326118,0,,,ROE,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,ROE_CFSI_PT,Q,2010-Q3,55.99670578475362,0,,,ROE,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,ROE_CFSI_PT,Q,2010-Q4,27.52376127977955,0,,,ROE,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,ROE_CFSI_PT,Q,2011-Q1,-0.4569215204689364,0,,,ROE,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,ROE_CFSI_PT,Q,2011-Q2,3.761230616257796,0,,,ROE,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,ROE_CFSI_PT,Q,2011-Q3,5.331049546926054,0,,,ROE,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,ROE_CFSI_PT,Q,2011-Q4,8.51921661577041,0,,,ROE,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,ROE_CFSI_PT,Q,2012-Q1,10.00427255862311,0,,,ROE,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,ROE_CFSI_PT,Q,2012-Q2,11.1857736567569,0,,,ROE,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,ROE_CFSI_PT,Q,2012-Q3,12.14535286394259,0,,,ROE,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,ROE_CFSI_PT,Q,2012-Q4,11.97765017967592,0,,,ROE,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,ROE_CFSI_PT,Q,2013-Q1,10.78121321997801,0,,,ROE,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,ROE_CFSI_PT,Q,2013-Q2,11.25160335413796,0,,,ROE,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,ROE_CFSI_PT,Q,2013-Q3,12.60600955868657,0,,,ROE,,CFSI,,,,PT,SC,,,,,,
