STRUCTURE[;],STRUCTURE_ID,ACTION,COUNTRY,SECTOR,INDICATOR,FREQUENCY,TIME_PERIOD,OBS_VALUE,SCALE,PRECISION,DECIMALS_DISPLAYED,FSI,FSI_STO,FSI_COMPONENT,COUNTERPARTY_SECTOR,NA_STO,PRICES,UNIT,DERIVATION_TYPE,OVERLAP,STATUS,DEFINITION,CONSOLIDATION_BASIS,INTRAGROUP_ADJUSTMENTS,ACCOUNTING_STANDARDS
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI17_CFSI_PT,Q,2008-Q1,3.871305662107171,0,,,FSI17,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI17_CFSI_PT,Q,2008-Q2,4.069419898898231,0,,,FSI17,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI17_CFSI_PT,Q,2008-Q3,4.864148457944862,0,,,FSI17,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI17_CFSI_PT,Q,2008-Q4,6.810153801380004,0,,,FSI17,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI17_CFSI_PT,Q,2009-Q1,17.91472118013967,0,,,FSI17,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI17_CFSI_PT,Q,2009-Q2,41.10462703839628,0,,,FSI17,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI17_CFSI_PT,Q,2009-Q3,51.69883197084418,0,,,FSI17,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI17_CFSI_PT,Q,2009-Q4,55.97383856003323,0,,,FSI17,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI17_CFSI_PT,Q,2010-Q1,39.70969769964164,0,,,FSI17,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI17_CFSI_PT,Q,2010-Q2,37.07742778542428,0,,,FSI17,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI17_CFSI_PT,Q,2010-Q3,42.02499396253015,0,,,FSI17,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI17_CFSI_PT,Q,2010-Q4,37.62460995306033,0,,,FSI17,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI17_CFSI_PT,Q,2011-Q1,41.12178072916221,0,,,FSI17,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI17_CFSI_PT,Q,2011-Q2,36.05740195026148,0,,,FSI17,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI17_CFSI_PT,Q,2011-Q3,54.45062888966379,0,,,FSI17,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI17_CFSI_PT,Q,2011-Q4,50.87349628522967,0,,,FSI17,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI17_CFSI_PT,Q,2012-Q1,49.98056270709983,0,,,FSI17,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI17_CFSI_PT,Q,2012-Q2,48.79425088691742,0,,,FSI17,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI17_CFSI_PT,Q,2012-Q3,65.15753671423878,0,,,FSI17,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI17_CFSI_PT,Q,2012-Q4,43.18358488081119,0,,,FSI17,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI17_CFSI_PT,Q,2013-Q1,45.01845267855032,0,,,FSI17,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI17_CFSI_PT,Q,2013-Q2,36.81427389300976,0,,,FSI17,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI17_CFSI_PT,Q,2013-Q3,36.10629791514514,0,,,FSI17,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI17_CFSI_PT,Q,2013-Q4,34.42483348780354,0,,,FSI17,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI17_CFSI_PT,Q,2014-Q1,31.06551176924022,0,,,FSI17,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI17_CFSI_PT,Q,2014-Q2,38.31398093840349,0,,,FSI17,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI17_CFSI_PT,Q,2014-Q3,37.59139546856679,0,,,FSI17,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI17_CFSI_PT,Q,2014-Q4,27.83379596249963,0,,,FSI17,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI17_CFSI_PT,Q,2015-Q1,27.80915170081529,0,,,FSI17,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI17_CFSI_PT,Q,2015-Q2,16.94318114176016,0,,,FSI17,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI17_CFSI_PT,Q,2015-Q3,18.06717658476221,0,,,FSI17,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI17_CFSI_PT,Q,2015-Q4,13.66788101782236,0,,,FSI17,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI17_CFSI_PT,Q,2016-Q1,16.15095227499267,0,,,FSI17,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI17_CFSI_PT,Q,2016-Q2,12.38198049074241,0,,,FSI17,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI17_CFSI_PT,Q,2016-Q3,12.15098168510332,0,,,FSI17,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI17_CFSI_PT,Q,2016-Q4,8.991839369682104,0,,,FSI17,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI17_CFSI_PT,Q,2017-Q1,10.58645660958795,0,,,FSI17,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI17_CFSI_PT,Q,2017-Q2,19.28508736983701,0,,,FSI17,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI17_CFSI_PT,Q,2017-Q3,13.43877604905746,0,,,FSI17,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI17_CFSI_PT,Q,2017-Q4,3.632156910305266,0,,,FSI17,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI17_CFSI_PT,Q,2018-Q1,3.983334908184628,0,,,FSI17,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI17_CFSI_PT,Q,2018-Q2,6.395076235826054,0,,,FSI17,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI17_CFSI_PT,Q,2018-Q3,6.348160031613681,0,,,FSI17,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI17_CFSI_PT,Q,2018-Q4,6.542348478332012,0,,,FSI17,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI17_CFSI_PT,Q,2019-Q1,4.824413179545443,0,,,FSI17,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI17_CFSI_PT,Q,2019-Q2,4.937234585488563,0,,,FSI17,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI17_CFSI_PT,Q,2019-Q3,3.555255909554613,0,,,FSI17,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI17_CFSI_PT,Q,2019-Q4,5.286733534200405,0,,,FSI17,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI17_CFSI_PT,Q,2020-Q1,6.312447648936833,0,,,FSI17,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI17_CFSI_PT,Q,2020-Q2,8.037051898030038,0,,,FSI17,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI17_CFSI_PT,Q,2020-Q3,6.855035621799379,0,,,FSI17,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI17_CFSI_PT,Q,2020-Q4,5.004788781396095,0,,,FSI17,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI17_CFSI_PT,Q,2021-Q1,4.960969674628626,0,,,FSI17,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI17_CFSI_PT,Q,2021-Q2,3.604201954309693,0,,,FSI17,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI17_CFSI_PT,Q,2021-Q3,3.711493830552651,0,,,FSI17,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI17_CFSI_PT,Q,2021-Q4,3.07278471247921,0,,,FSI17,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI17_CFSI_PT,Q,2022-Q1,3.105026128370472,0,,,FSI17,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI17_CFSI_PT,Q,2022-Q2,3.469255960594889,0,,,FSI17,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI17_CFSI_PT,Q,2022-Q3,3.801753562278657,0,,,FSI17,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI17_CFSI_PT,Q,2022-Q4,3.171222776888566,0,,,FSI17,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI17_CFSI_PT,Q,2023-Q1,3.021340270247589,0,,,FSI17,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI17_CFSI_PT,Q,2023-Q2,3.938405517040615,0,,,FSI17,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI17_CFSI_PT,Q,2023-Q3,3.433907640485301,0,,,FSI17,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI17_CFSI_PT,Q,2023-Q4,2.76614880540438,0,,,FSI17,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI17_CFSI_PT,Q,2024-Q1,3.034421876352094,0,,,FSI17,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI17_CFSI_PT,Q,2024-Q2,3.558441164760134,0,,,FSI17,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI17_CFSI_PT,Q,2024-Q3,3.699294638633113,0,,,FSI17,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI17_CFSI_PT,Q,2024-Q4,3.834723276038546,0,,,FSI17,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI17_CFSI_PT,Q,2025-Q1,4.114777694593407,0,,,FSI17,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI17_CFSI_PT,Q,2025-Q2,4.583705907559841,0,,,FSI17,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI17_CFSI_PT,Q,2025-Q3,5.26253108207124,0,,,FSI17,,CFSI,,,,PT,SC,,,,,,
dataflow,IMF.STA:FSIC(13.0.1),R,KAZ,S12CFSI,FSI17_CFSI_PT,Q,2025-Q4,5.773513208147358,0,,,FSI17,,CFSI,,,,PT,SC,,,,,,
