STRUCTURE[;],STRUCTURE_ID,ACTION,COUNTRY,INDICATOR,FREQUENCY,TIME_PERIOD,OBS_VALUE,SCALE,PRECISION,DECIMALS_DISPLAYED,FUNCTIONAL_CAT,INT_ACC_ITEM,NA_STO,GFS_STO,COICOP_1999,TRADE_FLOW,COMMODITY,SOC_CONCEPTS,SECTOR,ACCOUNTING_ENTRY,INDEX_TYPE,PRICES,STATISTICAL_MEASURES,EXRATE,TRANSFORMATION,UNIT,REPORTING_PERIOD_TYPE,DERIVATION_TYPE,OVERLAP,COUNTRY_UPDATE_DATE
dataflow,IMF.RES:WEO(9.0.0),R,KAZ,GGSB_NPGDP,A,2002,2.150103,0,,3,,,,SB,,,,,S13,,,,,,,PT,,,OL,9/29/2025
dataflow,IMF.RES:WEO(9.0.0),R,KAZ,GGSB_NPGDP,A,2003,3.864873,0,,3,,,,SB,,,,,S13,,,,,,,PT,,,OL,9/29/2025
dataflow,IMF.RES:WEO(9.0.0),R,KAZ,GGSB_NPGDP,A,2004,4.377403,0,,3,,,,SB,,,,,S13,,,,,,,PT,,,OL,9/29/2025
dataflow,IMF.RES:WEO(9.0.0),R,KAZ,GGSB_NPGDP,A,2005,6.934694,0,,3,,,,SB,,,,,S13,,,,,,,PT,,,OL,9/29/2025
dataflow,IMF.RES:WEO(9.0.0),R,KAZ,GGSB_NPGDP,A,2006,7.786314,0,,3,,,,SB,,,,,S13,,,,,,,PT,,,OL,9/29/2025
dataflow,IMF.RES:WEO(9.0.0),R,KAZ,GGSB_NPGDP,A,2007,4.668896,0,,3,,,,SB,,,,,S13,,,,,,,PT,,,OL,9/29/2025
dataflow,IMF.RES:WEO(9.0.0),R,KAZ,GGSB_NPGDP,A,2008,-0.020555,0,,3,,,,SB,,,,,S13,,,,,,,PT,,,OL,9/29/2025
dataflow,IMF.RES:WEO(9.0.0),R,KAZ,GGSB_NPGDP,A,2009,0.26358,0,,3,,,,SB,,,,,S13,,,,,,,PT,,,OL,9/29/2025
dataflow,IMF.RES:WEO(9.0.0),R,KAZ,GGSB_NPGDP,A,2010,1.053312,0,,3,,,,SB,,,,,S13,,,,,,,PT,,,OL,9/29/2025
dataflow,IMF.RES:WEO(9.0.0),R,KAZ,GGSB_NPGDP,A,2011,2.989738,0,,3,,,,SB,,,,,S13,,,,,,,PT,,,OL,9/29/2025
dataflow,IMF.RES:WEO(9.0.0),R,KAZ,GGSB_NPGDP,A,2012,2.754561,0,,3,,,,SB,,,,,S13,,,,,,,PT,,,OL,9/29/2025
dataflow,IMF.RES:WEO(9.0.0),R,KAZ,GGSB_NPGDP,A,2013,3.196389,0,,3,,,,SB,,,,,S13,,,,,,,PT,,,OL,9/29/2025
dataflow,IMF.RES:WEO(9.0.0),R,KAZ,GGSB_NPGDP,A,2014,1.467274,0,,3,,,,SB,,,,,S13,,,,,,,PT,,,OL,9/29/2025
dataflow,IMF.RES:WEO(9.0.0),R,KAZ,GGSB_NPGDP,A,2015,-4.993904,0,,3,,,,SB,,,,,S13,,,,,,,PT,,,OL,9/29/2025
dataflow,IMF.RES:WEO(9.0.0),R,KAZ,GGSB_NPGDP,A,2016,-3.450375,0,,3,,,,SB,,,,,S13,,,,,,,PT,,,OL,9/29/2025
dataflow,IMF.RES:WEO(9.0.0),R,KAZ,GGSB_NPGDP,A,2017,-3.422213,0,,3,,,,SB,,,,,S13,,,,,,,PT,,,OL,9/29/2025
dataflow,IMF.RES:WEO(9.0.0),R,KAZ,GGSB_NPGDP,A,2018,3.270655,0,,3,,,,SB,,,,,S13,,,,,,,PT,,,OL,9/29/2025
dataflow,IMF.RES:WEO(9.0.0),R,KAZ,GGSB_NPGDP,A,2019,0.387022,0,,3,,,,SB,,,,,S13,,,,,,,PT,,,OL,9/29/2025
dataflow,IMF.RES:WEO(9.0.0),R,KAZ,GGSB_NPGDP,A,2020,-3.444065,0,,3,,,,SB,,,,,S13,,,,,,,PT,,,OL,9/29/2025
dataflow,IMF.RES:WEO(9.0.0),R,KAZ,GGSB_NPGDP,A,2021,-2.721354,0,,3,,,,SB,,,,,S13,,,,,,,PT,,,OL,9/29/2025
dataflow,IMF.RES:WEO(9.0.0),R,KAZ,GGSB_NPGDP,A,2022,0.376596,0,,3,,,,SB,,,,,S13,,,,,,,PT,,,OL,9/29/2025
dataflow,IMF.RES:WEO(9.0.0),R,KAZ,GGSB_NPGDP,A,2023,-1.840185,0,,3,,,,SB,,,,,S13,,,,,,,PT,,,OL,9/29/2025
dataflow,IMF.RES:WEO(9.0.0),R,KAZ,GGSB_NPGDP,A,2024,-4.637583,0,,3,,,,SB,,,,,S13,,,,,,,PT,,,OL,9/29/2025
dataflow,IMF.RES:WEO(9.0.0),R,KAZ,GGSB_NPGDP,A,2025,-4.833013,0,,3,,,,SB,,,,,S13,,,,,,,PT,,,OL,9/29/2025
dataflow,IMF.RES:WEO(9.0.0),R,KAZ,GGSB_NPGDP,A,2026,-1.917856,0,,3,,,,SB,,,,,S13,,,,,,,PT,,,OL,9/29/2025
dataflow,IMF.RES:WEO(9.0.0),R,KAZ,GGSB_NPGDP,A,2027,-1.862846,0,,3,,,,SB,,,,,S13,,,,,,,PT,,,OL,9/29/2025
dataflow,IMF.RES:WEO(9.0.0),R,KAZ,GGSB_NPGDP,A,2028,-1.969705,0,,3,,,,SB,,,,,S13,,,,,,,PT,,,OL,9/29/2025
dataflow,IMF.RES:WEO(9.0.0),R,KAZ,GGSB_NPGDP,A,2029,-1.930859,0,,3,,,,SB,,,,,S13,,,,,,,PT,,,OL,9/29/2025
dataflow,IMF.RES:WEO(9.0.0),R,KAZ,GGSB_NPGDP,A,2030,-1.702909,0,,3,,,,SB,,,,,S13,,,,,,,PT,,,OL,9/29/2025
dataflow,IMF.RES:WEO(9.0.0),R,KAZ,GGSB_NPGDP,A,2031,-1.678231,0,,3,,,,SB,,,,,S13,,,,,,,PT,,,OL,9/29/2025
