year,iso3,dist,distw_harmonic,distcap,contig,comlang_off,comlang_ethno,comrelig,col_dep_ever,sibling_ever,comleg_posttrans,fta_wto,rta_type,gatt_d,wto_o,wto_d,eu_d,diplo_disagreement,scaled_sci_2021
1992,ABW,12978.0,12484.0,12978.0,0.0,0.0,0.0,0.027,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,,240.0
1993,ABW,12978.0,12484.0,12978.0,0.0,0.0,0.0,0.027,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,,240.0
1994,ABW,12978.0,12484.0,12978.0,0.0,0.0,0.0,0.027,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,,240.0
1995,ABW,12978.0,12490.0,12978.0,0.0,0.0,0.0,0.027,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,,240.0
1996,ABW,12978.0,12490.0,12978.0,0.0,0.0,0.0,0.027,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,,240.0
1997,ABW,12978.0,12490.0,12029.0,0.0,0.0,0.0,0.027,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,,240.0
1998,ABW,12978.0,12490.0,12029.0,0.0,0.0,0.0,0.027,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,,240.0
1999,ABW,12978.0,12490.0,12029.0,0.0,0.0,0.0,0.027,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,,240.0
2000,ABW,12978.0,12490.0,12029.0,0.0,0.0,0.0,0.027,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,,240.0
2001,ABW,12978.0,12490.0,12029.0,0.0,0.0,0.0,0.027,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,,240.0
2002,ABW,12978.0,12490.0,12029.0,0.0,0.0,0.0,0.027,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,,240.0
2003,ABW,12978.0,12490.0,12029.0,0.0,0.0,0.0,0.027,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,,240.0
2004,ABW,12978.0,12490.0,12029.0,0.0,0.0,0.0,0.027,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,,240.0
2005,ABW,12978.0,12474.0,12029.0,0.0,0.0,0.0,0.027,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,,240.0
2006,ABW,12978.0,12474.0,12029.0,0.0,0.0,0.0,0.027,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,,240.0
2007,ABW,12978.0,12474.0,12029.0,0.0,0.0,0.0,0.027,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,,240.0
2008,ABW,12978.0,12474.0,12029.0,0.0,0.0,0.0,0.027,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,,240.0
2009,ABW,12978.0,12474.0,12029.0,0.0,0.0,0.0,0.027,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,,240.0
2010,ABW,12978.0,12467.0,12029.0,0.0,0.0,0.0,0.027,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,,240.0
2011,ABW,12978.0,12467.0,12029.0,0.0,0.0,0.0,0.027,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,,240.0
2012,ABW,12978.0,12467.0,12029.0,0.0,0.0,0.0,0.027,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,,240.0
2013,ABW,12978.0,12467.0,12029.0,0.0,0.0,0.0,0.027,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,,240.0
2014,ABW,12978.0,12467.0,12029.0,0.0,0.0,0.0,0.027,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,,240.0
2015,ABW,12978.0,12467.0,12029.0,0.0,0.0,0.0,0.027,0.0,0.0,1.0,0.0,,0.0,1.0,0.0,0.0,,240.0
2016,ABW,12978.0,12467.0,12029.0,0.0,0.0,0.0,0.027,0.0,0.0,1.0,0.0,,0.0,1.0,0.0,0.0,,240.0
2017,ABW,12978.0,12467.0,12029.0,0.0,0.0,0.0,0.027,0.0,0.0,1.0,0.0,,0.0,1.0,0.0,0.0,,240.0
2018,ABW,12978.0,12467.0,12029.0,0.0,0.0,0.0,0.027,0.0,0.0,1.0,0.0,,0.0,1.0,0.0,0.0,,240.0
2019,ABW,12978.0,12467.0,12029.0,0.0,0.0,0.0,0.027,0.0,0.0,1.0,0.0,,0.0,1.0,0.0,0.0,,240.0
2020,ABW,12978.0,12466.0,12029.0,0.0,0.0,0.0,0.027,0.0,0.0,1.0,0.0,,0.0,1.0,0.0,0.0,,240.0
2021,ABW,12978.0,12466.0,12029.0,0.0,0.0,0.0,0.027,0.0,0.0,1.0,0.0,,0.0,1.0,0.0,0.0,,240.0
1992,AFG,1177.0,1428.0,1177.0,0.0,0.0,0.0,0.467,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.08,
1993,AFG,1177.0,1428.0,1177.0,0.0,0.0,0.0,0.467,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.309,
1994,AFG,1177.0,1428.0,1177.0,0.0,0.0,0.0,0.467,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.691,
1995,AFG,1177.0,1411.0,1177.0,0.0,0.0,0.0,0.467,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.329,
1996,AFG,1177.0,1411.0,1177.0,0.0,0.0,0.0,0.467,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.722,
1997,AFG,1177.0,1411.0,1859.0,0.0,0.0,0.0,0.467,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.23,
1998,AFG,1177.0,1411.0,1859.0,0.0,0.0,0.0,0.467,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.248,
1999,AFG,1177.0,1411.0,1859.0,0.0,0.0,0.0,0.467,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.409,
2000,AFG,1177.0,1396.0,1859.0,0.0,0.0,0.0,0.467,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.021,
2001,AFG,1177.0,1396.0,1859.0,0.0,0.0,0.0,0.467,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.106,
2002,AFG,1177.0,1396.0,1859.0,0.0,0.0,0.0,0.467,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.864,
2003,AFG,1177.0,1396.0,1859.0,0.0,0.0,0.0,0.467,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.02,
2004,AFG,1177.0,1396.0,1859.0,0.0,0.0,0.0,0.467,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.66,
2005,AFG,1177.0,1392.0,1859.0,0.0,0.0,0.0,0.467,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.644,
2006,AFG,1177.0,1392.0,1859.0,0.0,0.0,0.0,0.467,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.141,
2007,AFG,1177.0,1392.0,1859.0,0.0,0.0,0.0,0.467,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.407,
2008,AFG,1177.0,1392.0,1859.0,0.0,0.0,0.0,0.467,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.47,
2009,AFG,1177.0,1392.0,1859.0,0.0,0.0,0.0,0.467,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.526,
2010,AFG,1177.0,1387.0,1859.0,0.0,0.0,0.0,0.467,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.554,
2011,AFG,1177.0,1387.0,1859.0,0.0,0.0,0.0,0.467,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.279,
2012,AFG,1177.0,1387.0,1859.0,0.0,0.0,0.0,0.467,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.446,
2013,AFG,1177.0,1387.0,1859.0,0.0,0.0,0.0,0.467,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.287,
2014,AFG,1177.0,1387.0,1859.0,0.0,0.0,0.0,0.467,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.467,
2015,AFG,1177.0,1372.0,1859.0,0.0,0.0,0.0,0.467,0.0,0.0,1.0,0.0,,0.0,1.0,0.0,0.0,0.266,
2016,AFG,1177.0,1372.0,1859.0,0.0,0.0,0.0,0.467,0.0,0.0,1.0,0.0,,0.0,1.0,1.0,0.0,0.282,
2017,AFG,1177.0,1372.0,1859.0,0.0,0.0,0.0,0.467,0.0,0.0,1.0,0.0,,0.0,1.0,1.0,0.0,0.374,
2018,AFG,1177.0,1372.0,1859.0,0.0,0.0,0.0,0.467,0.0,0.0,1.0,0.0,,0.0,1.0,1.0,0.0,0.545,
2019,AFG,1177.0,1372.0,1859.0,0.0,0.0,0.0,0.467,0.0,0.0,1.0,0.0,,0.0,1.0,1.0,0.0,0.025,
2020,AFG,1177.0,1358.0,1859.0,0.0,0.0,0.0,0.467,0.0,0.0,1.0,0.0,,0.0,1.0,1.0,0.0,0.086,
2021,AFG,1177.0,1358.0,1859.0,0.0,0.0,0.0,0.467,0.0,0.0,1.0,0.0,,0.0,1.0,1.0,0.0,,
1992,AGO,8625.0,8683.0,8625.0,0.0,0.0,0.0,0.025,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.471,432.0
1993,AGO,8625.0,8683.0,8625.0,0.0,0.0,0.0,0.025,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.249,432.0
1994,AGO,8625.0,8683.0,8625.0,0.0,0.0,0.0,0.025,0.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,0.814,432.0
1995,AGO,8625.0,8665.0,8625.0,0.0,0.0,0.0,0.025,0.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,1.154,432.0
1996,AGO,8625.0,8665.0,8625.0,0.0,0.0,0.0,0.025,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,1.257,432.0
1997,AGO,8625.0,8665.0,8669.0,0.0,0.0,0.0,0.025,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,1.087,432.0
1998,AGO,8625.0,8665.0,8669.0,0.0,0.0,0.0,0.025,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.715,432.0
1999,AGO,8625.0,8665.0,8669.0,0.0,0.0,0.0,0.025,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,1.169,432.0
2000,AGO,8625.0,8643.0,8669.0,0.0,0.0,0.0,0.025,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.747,432.0
2001,AGO,8625.0,8643.0,8669.0,0.0,0.0,0.0,0.025,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.458,432.0
2002,AGO,8625.0,8643.0,8669.0,0.0,0.0,0.0,0.025,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.863,432.0
2003,AGO,8625.0,8643.0,8669.0,0.0,0.0,0.0,0.025,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.483,432.0
2004,AGO,8625.0,8643.0,8669.0,0.0,0.0,0.0,0.025,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.424,432.0
2005,AGO,8625.0,8620.0,8669.0,0.0,0.0,0.0,0.025,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.334,432.0
2006,AGO,8625.0,8620.0,8669.0,0.0,0.0,0.0,0.025,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.199,432.0
2007,AGO,8625.0,8620.0,8669.0,0.0,0.0,0.0,0.025,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.129,432.0
2008,AGO,8625.0,8620.0,8669.0,0.0,0.0,0.0,0.025,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.361,432.0
2009,AGO,8625.0,8620.0,8669.0,0.0,0.0,0.0,0.025,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.431,432.0
2010,AGO,8625.0,8603.0,8669.0,0.0,0.0,0.0,0.025,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.389,432.0
2011,AGO,8625.0,8603.0,8669.0,0.0,0.0,0.0,0.025,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.3,432.0
2012,AGO,8625.0,8603.0,8669.0,0.0,0.0,0.0,0.025,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.41,432.0
2013,AGO,8625.0,8603.0,8669.0,0.0,0.0,0.0,0.025,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.226,432.0
2014,AGO,8625.0,8603.0,8669.0,0.0,0.0,0.0,0.025,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.328,432.0
2015,AGO,8625.0,8583.0,8669.0,0.0,0.0,0.0,0.025,0.0,0.0,1.0,0.0,,1.0,1.0,1.0,0.0,0.514,432.0
2016,AGO,8625.0,8583.0,8669.0,0.0,0.0,0.0,0.025,0.0,0.0,1.0,0.0,,1.0,1.0,1.0,0.0,0.494,432.0
2017,AGO,8625.0,8583.0,8669.0,0.0,0.0,0.0,0.025,0.0,0.0,1.0,0.0,,1.0,1.0,1.0,0.0,0.045,432.0
2018,AGO,8625.0,8583.0,8669.0,0.0,0.0,0.0,0.025,0.0,0.0,1.0,0.0,,1.0,1.0,1.0,0.0,0.199,432.0
2019,AGO,8625.0,8583.0,8669.0,0.0,0.0,0.0,0.025,0.0,0.0,1.0,0.0,,1.0,1.0,1.0,0.0,0.006,432.0
2020,AGO,8625.0,8567.0,8669.0,0.0,0.0,0.0,0.025,0.0,0.0,1.0,0.0,,1.0,1.0,1.0,0.0,0.003,432.0
2021,AGO,8625.0,8567.0,8669.0,0.0,0.0,0.0,0.025,0.0,0.0,1.0,0.0,,1.0,1.0,1.0,0.0,,432.0
1992,AIA,12071.0,11584.0,12071.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
1993,AIA,12071.0,11584.0,12071.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
1994,AIA,12071.0,11584.0,12071.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
1995,AIA,12071.0,11590.0,12071.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
1996,AIA,12071.0,11590.0,12071.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
1997,AIA,12071.0,11590.0,11138.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
1998,AIA,12071.0,11590.0,11138.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
1999,AIA,12071.0,11590.0,11138.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
2000,AIA,12071.0,11589.0,11138.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
2001,AIA,12071.0,11589.0,11138.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
2002,AIA,12071.0,11589.0,11138.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
2003,AIA,12071.0,11589.0,11138.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
2004,AIA,12071.0,11589.0,11138.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
2005,AIA,12071.0,11572.0,11138.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
2006,AIA,12071.0,11572.0,11138.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
2007,AIA,12071.0,11572.0,11138.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
2008,AIA,12071.0,11572.0,11138.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
2009,AIA,12071.0,11572.0,11138.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
2010,AIA,12071.0,11564.0,11138.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
2011,AIA,12071.0,11564.0,11138.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
2012,AIA,12071.0,11564.0,11138.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
2013,AIA,12071.0,11564.0,11138.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
2014,AIA,12071.0,11564.0,11138.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
2015,AIA,12071.0,11564.0,11138.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
2016,AIA,12071.0,11564.0,11138.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
2017,AIA,12071.0,11564.0,11138.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
2018,AIA,12071.0,11564.0,11138.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
2019,AIA,12071.0,11564.0,11138.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
2020,AIA,12071.0,11562.0,11138.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
2021,AIA,12071.0,11562.0,11138.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
1992,ALB,4620.0,4271.0,4620.0,0.0,0.0,0.0,0.096,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.412,1317.0
1993,ALB,4620.0,4271.0,4620.0,0.0,0.0,0.0,0.096,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.414,1317.0
1994,ALB,4620.0,4271.0,4620.0,0.0,0.0,0.0,0.096,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.509,1317.0
1995,ALB,4620.0,4268.0,4620.0,0.0,0.0,0.0,0.096,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.396,1317.0
1996,ALB,4620.0,4268.0,4620.0,0.0,0.0,0.0,0.096,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.671,1317.0
1997,ALB,4620.0,4268.0,4038.0,0.0,0.0,0.0,0.096,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.767,1317.0
1998,ALB,4620.0,4268.0,4038.0,0.0,0.0,0.0,0.096,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.85,1317.0
1999,ALB,4620.0,4268.0,4038.0,0.0,0.0,0.0,0.096,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.595,1317.0
2000,ALB,4620.0,4259.0,4038.0,0.0,0.0,0.0,0.096,0.0,0.0,1.0,0.0,,0.0,0.0,1.0,0.0,0.945,1317.0
2001,ALB,4620.0,4259.0,4038.0,0.0,0.0,0.0,0.096,0.0,0.0,1.0,0.0,,0.0,0.0,1.0,0.0,1.156,1317.0
2002,ALB,4620.0,4259.0,4038.0,0.0,0.0,0.0,0.096,0.0,0.0,1.0,0.0,,0.0,0.0,1.0,0.0,0.962,1317.0
2003,ALB,4620.0,4259.0,4038.0,0.0,0.0,0.0,0.096,0.0,0.0,1.0,0.0,,0.0,0.0,1.0,0.0,1.134,1317.0
2004,ALB,4620.0,4259.0,4038.0,0.0,0.0,0.0,0.096,0.0,0.0,1.0,0.0,,0.0,0.0,1.0,0.0,1.324,1317.0
2005,ALB,4620.0,4237.0,4038.0,0.0,0.0,0.0,0.096,0.0,0.0,1.0,0.0,,0.0,0.0,1.0,0.0,1.727,1317.0
2006,ALB,4620.0,4237.0,4038.0,0.0,0.0,0.0,0.096,0.0,0.0,1.0,0.0,,0.0,0.0,1.0,0.0,1.317,1317.0
2007,ALB,4620.0,4237.0,4038.0,0.0,0.0,0.0,0.096,0.0,0.0,1.0,0.0,,0.0,0.0,1.0,0.0,1.018,1317.0
2008,ALB,4620.0,4237.0,4038.0,0.0,0.0,0.0,0.096,0.0,0.0,1.0,0.0,,0.0,0.0,1.0,0.0,1.193,1317.0
2009,ALB,4620.0,4237.0,4038.0,0.0,0.0,0.0,0.096,0.0,0.0,1.0,0.0,,0.0,0.0,1.0,0.0,0.946,1317.0
2010,ALB,4620.0,4225.0,4038.0,0.0,0.0,0.0,0.096,0.0,0.0,1.0,0.0,,0.0,0.0,1.0,0.0,1.239,1317.0
2011,ALB,4620.0,4225.0,4038.0,0.0,0.0,0.0,0.096,0.0,0.0,1.0,0.0,,0.0,0.0,1.0,0.0,1.425,1317.0
2012,ALB,4620.0,4225.0,4038.0,0.0,0.0,0.0,0.096,0.0,0.0,1.0,0.0,,0.0,0.0,1.0,0.0,1.319,1317.0
2013,ALB,4620.0,4225.0,4038.0,0.0,0.0,0.0,0.096,0.0,0.0,1.0,0.0,,0.0,0.0,1.0,0.0,1.509,1317.0
2014,ALB,4620.0,4225.0,4038.0,0.0,0.0,0.0,0.096,0.0,0.0,1.0,0.0,,0.0,0.0,1.0,0.0,1.348,1317.0
2015,ALB,4620.0,4218.0,4038.0,0.0,0.0,0.0,0.096,0.0,0.0,1.0,0.0,,0.0,1.0,1.0,0.0,1.549,1317.0
2016,ALB,4620.0,4218.0,4038.0,0.0,0.0,0.0,0.096,0.0,0.0,1.0,0.0,,0.0,1.0,1.0,0.0,1.461,1317.0
2017,ALB,4620.0,4218.0,4038.0,0.0,0.0,0.0,0.096,0.0,0.0,1.0,0.0,,0.0,1.0,1.0,0.0,1.608,1317.0
2018,ALB,4620.0,4218.0,4038.0,0.0,0.0,0.0,0.096,0.0,0.0,1.0,0.0,,0.0,1.0,1.0,0.0,1.497,1317.0
2019,ALB,4620.0,4218.0,4038.0,0.0,0.0,0.0,0.096,0.0,0.0,1.0,0.0,,0.0,1.0,1.0,0.0,1.774,1317.0
2020,ALB,4620.0,4210.0,4038.0,0.0,0.0,0.0,0.096,0.0,0.0,1.0,0.0,,0.0,1.0,1.0,0.0,1.638,1317.0
2021,ALB,4620.0,4210.0,4038.0,0.0,0.0,0.0,0.096,0.0,0.0,1.0,0.0,,0.0,1.0,1.0,0.0,,1317.0
1992,AND,5936.0,5534.0,5936.0,0.0,0.0,0.0,0.03,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,,
1993,AND,5936.0,5534.0,5936.0,0.0,0.0,0.0,0.03,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.016,
1994,AND,5936.0,5534.0,5936.0,0.0,0.0,0.0,0.03,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.713,
1995,AND,5936.0,5533.0,5936.0,0.0,0.0,0.0,0.03,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.546,
1996,AND,5936.0,5533.0,5936.0,0.0,0.0,0.0,0.03,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.759,
1997,AND,5936.0,5533.0,5214.0,0.0,0.0,0.0,0.03,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.009,
1998,AND,5936.0,5533.0,5214.0,0.0,0.0,0.0,0.03,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.837,
1999,AND,5936.0,5533.0,5214.0,0.0,0.0,0.0,0.03,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.686,
2000,AND,5936.0,5526.0,5214.0,0.0,0.0,0.0,0.03,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.681,
2001,AND,5936.0,5526.0,5214.0,0.0,0.0,0.0,0.03,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.873,
2002,AND,5936.0,5526.0,5214.0,0.0,0.0,0.0,0.03,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.735,
2003,AND,5936.0,5526.0,5214.0,0.0,0.0,0.0,0.03,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.775,
2004,AND,5936.0,5526.0,5214.0,0.0,0.0,0.0,0.03,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.011,
2005,AND,5936.0,5504.0,5214.0,0.0,0.0,0.0,0.03,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.048,
2006,AND,5936.0,5504.0,5214.0,0.0,0.0,0.0,0.03,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.316,
2007,AND,5936.0,5504.0,5214.0,0.0,0.0,0.0,0.03,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.065,
2008,AND,5936.0,5504.0,5214.0,0.0,0.0,0.0,0.03,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.198,
2009,AND,5936.0,5504.0,5214.0,0.0,0.0,0.0,0.03,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.115,
2010,AND,5936.0,5493.0,5214.0,0.0,0.0,0.0,0.03,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.24,
2011,AND,5936.0,5493.0,5214.0,0.0,0.0,0.0,0.03,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.279,
2012,AND,5936.0,5493.0,5214.0,0.0,0.0,0.0,0.03,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.288,
2013,AND,5936.0,5493.0,5214.0,0.0,0.0,0.0,0.03,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.423,
2014,AND,5936.0,5493.0,5214.0,0.0,0.0,0.0,0.03,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.359,
2015,AND,5936.0,5487.0,5214.0,0.0,0.0,0.0,0.03,0.0,0.0,1.0,0.0,,0.0,1.0,0.0,0.0,1.477,
2016,AND,5936.0,5487.0,5214.0,0.0,0.0,0.0,0.03,0.0,0.0,1.0,0.0,,0.0,1.0,0.0,0.0,1.35,
2017,AND,5936.0,5487.0,5214.0,0.0,0.0,0.0,0.03,0.0,0.0,1.0,0.0,,0.0,1.0,0.0,0.0,1.347,
2018,AND,5936.0,5487.0,5214.0,0.0,0.0,0.0,0.03,0.0,0.0,1.0,0.0,,0.0,1.0,0.0,0.0,1.248,
2019,AND,5936.0,5487.0,5214.0,0.0,0.0,0.0,0.03,0.0,0.0,1.0,0.0,,0.0,1.0,0.0,0.0,1.401,
2020,AND,5936.0,5481.0,5214.0,0.0,0.0,0.0,0.03,0.0,0.0,1.0,0.0,,0.0,1.0,0.0,0.0,1.23,
2021,AND,5936.0,5481.0,5214.0,0.0,0.0,0.0,0.03,0.0,0.0,1.0,0.0,,0.0,1.0,0.0,0.0,,
1992,ANT,12966.0,12473.0,12966.0,0.0,0.0,0.0,0.028,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,,
1993,ANT,12966.0,12473.0,12966.0,0.0,0.0,0.0,0.028,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,,
