year,iso3,dist,distw_harmonic,distcap,contig,comlang_off,comlang_ethno,comrelig,col_dep_ever,sibling_ever,comleg_posttrans,fta_wto,rta_type,gatt_d,wto_o,wto_d,eu_d,diplo_disagreement,scaled_sci_2021
2003,UGA,6479.0,6528.0,6715.0,0.0,0.0,0.0,0.046,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.518,810.0
2004,UGA,6479.0,6528.0,6715.0,0.0,0.0,0.0,0.046,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.157,810.0
2005,UGA,6479.0,6515.0,6715.0,0.0,0.0,0.0,0.046,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.116,810.0
2006,UGA,6479.0,6515.0,6715.0,0.0,0.0,0.0,0.046,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.235,810.0
2007,UGA,6479.0,6515.0,6715.0,0.0,0.0,0.0,0.046,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.455,810.0
2008,UGA,6479.0,6515.0,6715.0,0.0,0.0,0.0,0.046,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.364,810.0
2009,UGA,6479.0,6515.0,6715.0,0.0,0.0,0.0,0.046,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.101,810.0
2010,UGA,6479.0,6506.0,6715.0,0.0,0.0,0.0,0.046,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.486,810.0
2011,UGA,6479.0,6506.0,6715.0,0.0,0.0,0.0,0.046,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.393,810.0
2012,UGA,6479.0,6506.0,6715.0,0.0,0.0,0.0,0.046,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.335,810.0
2013,UGA,6479.0,6506.0,6715.0,0.0,0.0,0.0,0.046,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.558,810.0
2014,UGA,6479.0,6506.0,6715.0,0.0,0.0,0.0,0.046,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.55,810.0
2015,UGA,6479.0,6491.0,6715.0,0.0,0.0,0.0,0.046,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,0.46,810.0
2016,UGA,6479.0,6491.0,6715.0,0.0,0.0,0.0,0.046,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,0.744,810.0
2017,UGA,6479.0,6491.0,6715.0,0.0,0.0,0.0,0.046,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,0.564,810.0
2018,UGA,6479.0,6491.0,6715.0,0.0,0.0,0.0,0.046,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,0.587,810.0
2019,UGA,6479.0,6491.0,6715.0,0.0,0.0,0.0,0.046,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,0.21,810.0
2020,UGA,6479.0,6478.0,6715.0,0.0,0.0,0.0,0.046,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,0.288,810.0
2021,UGA,6479.0,6478.0,6715.0,0.0,0.0,0.0,0.046,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,,810.0
1992,UKR,3566.0,2942.0,3566.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.131,11947.0
1993,UKR,3566.0,2942.0,3566.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.217,11947.0
1994,UKR,3566.0,2942.0,3566.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.182,11947.0
1995,UKR,3566.0,2943.0,3566.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.002,11947.0
1996,UKR,3566.0,2943.0,3566.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.062,11947.0
1997,UKR,3566.0,2943.0,2848.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.116,11947.0
1998,UKR,3566.0,2943.0,2848.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.046,11947.0
1999,UKR,3566.0,2943.0,2848.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.032,11947.0
2000,UKR,3566.0,2936.0,2848.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.035,11947.0
2001,UKR,3566.0,2936.0,2848.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.245,11947.0
2002,UKR,3566.0,2936.0,2848.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.23,11947.0
2003,UKR,3566.0,2936.0,2848.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.274,11947.0
2004,UKR,3566.0,2936.0,2848.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.505,11947.0
2005,UKR,3566.0,2916.0,2848.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.795,11947.0
2006,UKR,3566.0,2916.0,2848.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,1.074,11947.0
2007,UKR,3566.0,2916.0,2848.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,1.139,11947.0
2008,UKR,3566.0,2916.0,2848.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,1.197,11947.0
2009,UKR,3566.0,2916.0,2848.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,1.171,11947.0
2010,UKR,3566.0,2909.0,2848.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,1.138,11947.0
2011,UKR,3566.0,2909.0,2848.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,1.044,11947.0
2012,UKR,3566.0,2909.0,2848.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,1.164,11947.0
2013,UKR,3566.0,2909.0,2848.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,1.362,11947.0
2014,UKR,3566.0,2909.0,2848.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,1.437,11947.0
2015,UKR,3566.0,2909.0,2848.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,1.0,1.0,0.0,1.547,11947.0
2016,UKR,3566.0,2909.0,2848.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,1.0,1.0,0.0,1.548,11947.0
2017,UKR,3566.0,2909.0,2848.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,1.0,1.0,0.0,1.751,11947.0
2018,UKR,3566.0,2909.0,2848.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,1.0,1.0,0.0,1.51,11947.0
2019,UKR,3566.0,2909.0,2848.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,1.0,1.0,0.0,1.855,11947.0
2020,UKR,3566.0,2908.0,2848.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,1.0,1.0,0.0,1.645,11947.0
2021,UKR,3566.0,2908.0,2848.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,1.0,1.0,0.0,,11947.0
1992,URY,15910.0,15677.0,15910.0,0.0,0.0,0.0,0.018,0.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,0.223,232.0
1993,URY,15910.0,15677.0,15910.0,0.0,0.0,0.0,0.018,0.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,0.282,232.0
1994,URY,15910.0,15677.0,15910.0,0.0,0.0,0.0,0.018,0.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,0.446,232.0
1995,URY,15910.0,15671.0,15910.0,0.0,0.0,0.0,0.018,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.638,232.0
1996,URY,15910.0,15671.0,15910.0,0.0,0.0,0.0,0.018,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.492,232.0
1997,URY,15910.0,15671.0,15491.0,0.0,0.0,0.0,0.018,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.394,232.0
1998,URY,15910.0,15671.0,15491.0,0.0,0.0,0.0,0.018,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.442,232.0
1999,URY,15910.0,15671.0,15491.0,0.0,0.0,0.0,0.018,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.419,232.0
2000,URY,15910.0,15660.0,15491.0,0.0,0.0,0.0,0.018,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.344,232.0
2001,URY,15910.0,15660.0,15491.0,0.0,0.0,0.0,0.018,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.178,232.0
2002,URY,15910.0,15660.0,15491.0,0.0,0.0,0.0,0.018,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.132,232.0
2003,URY,15910.0,15660.0,15491.0,0.0,0.0,0.0,0.018,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.112,232.0
2004,URY,15910.0,15660.0,15491.0,0.0,0.0,0.0,0.018,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.122,232.0
2005,URY,15910.0,15639.0,15491.0,0.0,0.0,0.0,0.018,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.091,232.0
2006,URY,15910.0,15639.0,15491.0,0.0,0.0,0.0,0.018,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.168,232.0
2007,URY,15910.0,15639.0,15491.0,0.0,0.0,0.0,0.018,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.021,232.0
2008,URY,15910.0,15639.0,15491.0,0.0,0.0,0.0,0.018,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.083,232.0
2009,URY,15910.0,15639.0,15491.0,0.0,0.0,0.0,0.018,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.029,232.0
2010,URY,15910.0,15627.0,15491.0,0.0,0.0,0.0,0.018,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.155,232.0
2011,URY,15910.0,15627.0,15491.0,0.0,0.0,0.0,0.018,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.054,232.0
2012,URY,15910.0,15627.0,15491.0,0.0,0.0,0.0,0.018,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.053,232.0
2013,URY,15910.0,15627.0,15491.0,0.0,0.0,0.0,0.018,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.087,232.0
2014,URY,15910.0,15627.0,15491.0,0.0,0.0,0.0,0.018,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.037,232.0
2015,URY,15910.0,15616.0,15491.0,0.0,0.0,0.0,0.018,0.0,0.0,1.0,0.0,,1.0,1.0,1.0,0.0,0.106,232.0
2016,URY,15910.0,15616.0,15491.0,0.0,0.0,0.0,0.018,0.0,0.0,1.0,0.0,,1.0,1.0,1.0,0.0,0.003,232.0
2017,URY,15910.0,15616.0,15491.0,0.0,0.0,0.0,0.018,0.0,0.0,1.0,0.0,,1.0,1.0,1.0,0.0,0.061,232.0
2018,URY,15910.0,15616.0,15491.0,0.0,0.0,0.0,0.018,0.0,0.0,1.0,0.0,,1.0,1.0,1.0,0.0,0.024,232.0
2019,URY,15910.0,15616.0,15491.0,0.0,0.0,0.0,0.018,0.0,0.0,1.0,0.0,,1.0,1.0,1.0,0.0,0.215,232.0
2020,URY,15910.0,15604.0,15491.0,0.0,0.0,0.0,0.018,0.0,0.0,1.0,0.0,,1.0,1.0,1.0,0.0,0.474,232.0
2021,URY,15910.0,15604.0,15491.0,0.0,0.0,0.0,0.018,0.0,0.0,1.0,0.0,,1.0,1.0,1.0,0.0,,232.0
1992,USA,10259.0,10313.0,10537.0,0.0,0.0,0.0,0.021,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,2.428,539.0
1993,USA,10259.0,10313.0,10537.0,0.0,0.0,0.0,0.021,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,2.433,539.0
1994,USA,10259.0,10313.0,10537.0,0.0,0.0,0.0,0.021,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,2.458,539.0
1995,USA,10259.0,10336.0,10537.0,0.0,0.0,0.0,0.021,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,2.604,539.0
1996,USA,10259.0,10336.0,10537.0,0.0,0.0,0.0,0.021,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,2.593,539.0
1997,USA,10259.0,10336.0,9565.0,0.0,0.0,0.0,0.021,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,2.584,539.0
1998,USA,10259.0,10336.0,9565.0,0.0,0.0,0.0,0.021,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,2.477,539.0
1999,USA,10259.0,10336.0,9565.0,0.0,0.0,0.0,0.021,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,2.262,539.0
2000,USA,10259.0,10357.0,9565.0,0.0,0.0,0.0,0.021,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,2.284,539.0
2001,USA,10259.0,10357.0,9565.0,0.0,0.0,0.0,0.021,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,2.46,539.0
2002,USA,10259.0,10357.0,9565.0,0.0,0.0,0.0,0.021,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,2.557,539.0
2003,USA,10259.0,10357.0,9565.0,0.0,0.0,0.0,0.021,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,2.76,539.0
2004,USA,10259.0,10357.0,9565.0,0.0,0.0,0.0,0.021,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,2.922,539.0
2005,USA,10259.0,10367.0,9565.0,0.0,0.0,0.0,0.021,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,3.082,539.0
2006,USA,10259.0,10367.0,9565.0,0.0,0.0,0.0,0.021,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,3.062,539.0
2007,USA,10259.0,10367.0,9565.0,0.0,0.0,0.0,0.021,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,2.929,539.0
2008,USA,10259.0,10367.0,9565.0,0.0,0.0,0.0,0.021,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,2.952,539.0
2009,USA,10259.0,10367.0,9565.0,0.0,0.0,0.0,0.021,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,2.769,539.0
2010,USA,10259.0,10383.0,9565.0,0.0,0.0,0.0,0.021,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,2.839,539.0
2011,USA,10259.0,10383.0,9565.0,0.0,0.0,0.0,0.021,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,2.881,539.0
2012,USA,10259.0,10383.0,9565.0,0.0,0.0,0.0,0.021,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,2.91,539.0
2013,USA,10259.0,10383.0,9565.0,0.0,0.0,0.0,0.021,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,3.192,539.0
2014,USA,10259.0,10383.0,9565.0,0.0,0.0,0.0,0.021,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,3.069,539.0
2015,USA,10259.0,10409.0,9565.0,0.0,0.0,0.0,0.021,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,3.129,539.0
2016,USA,10259.0,10409.0,9565.0,0.0,0.0,0.0,0.021,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,2.959,539.0
2017,USA,10259.0,10409.0,9565.0,0.0,0.0,0.0,0.021,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,3.21,539.0
2018,USA,10259.0,10409.0,9565.0,0.0,0.0,0.0,0.021,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,3.166,539.0
2019,USA,10259.0,10409.0,9565.0,0.0,0.0,0.0,0.021,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,3.316,539.0
2020,USA,10259.0,10433.0,9565.0,0.0,0.0,0.0,0.021,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,3.363,539.0
2021,USA,10259.0,10433.0,9565.0,0.0,0.0,0.0,0.021,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,,539.0
1992,UZB,672.0,548.0,672.0,1.0,0.0,0.0,0.414,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,,71398.0
1993,UZB,672.0,548.0,672.0,1.0,0.0,0.0,0.414,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,,71398.0
1994,UZB,672.0,548.0,672.0,1.0,0.0,0.0,0.414,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.137,71398.0
1995,UZB,672.0,536.0,672.0,1.0,0.0,0.0,0.414,0.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.417,71398.0
1996,UZB,672.0,536.0,672.0,1.0,0.0,0.0,0.414,0.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.248,71398.0
1997,UZB,672.0,536.0,1115.0,1.0,0.0,0.0,0.414,0.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.244,71398.0
1998,UZB,672.0,536.0,1115.0,1.0,0.0,0.0,0.414,0.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.369,71398.0
1999,UZB,672.0,536.0,1115.0,1.0,0.0,0.0,0.414,0.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.317,71398.0
2000,UZB,672.0,525.0,1115.0,1.0,0.0,0.0,0.414,0.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.099,71398.0
2001,UZB,672.0,525.0,1115.0,1.0,0.0,0.0,0.414,0.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,,71398.0
2002,UZB,672.0,525.0,1115.0,1.0,0.0,0.0,0.414,0.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.338,71398.0
2003,UZB,672.0,525.0,1115.0,1.0,0.0,0.0,0.414,0.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.295,71398.0
2004,UZB,672.0,525.0,1115.0,1.0,0.0,0.0,0.414,0.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.206,71398.0
2005,UZB,672.0,522.0,1115.0,1.0,0.0,0.0,0.414,0.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.164,71398.0
2006,UZB,672.0,522.0,1115.0,1.0,0.0,0.0,0.414,0.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.252,71398.0
2007,UZB,672.0,522.0,1115.0,1.0,0.0,0.0,0.414,0.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.341,71398.0
2008,UZB,672.0,522.0,1115.0,1.0,0.0,0.0,0.414,0.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.251,71398.0
2009,UZB,672.0,522.0,1115.0,1.0,0.0,0.0,0.414,0.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.04,71398.0
2010,UZB,672.0,516.0,1115.0,1.0,0.0,0.0,0.414,0.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.069,71398.0
2011,UZB,672.0,516.0,1115.0,1.0,0.0,0.0,0.414,0.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.133,71398.0
2012,UZB,672.0,516.0,1115.0,1.0,0.0,0.0,0.414,0.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.078,71398.0
2013,UZB,672.0,516.0,1115.0,1.0,0.0,0.0,0.414,0.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.177,71398.0
2014,UZB,672.0,516.0,1115.0,1.0,0.0,0.0,0.414,0.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.029,71398.0
2015,UZB,672.0,501.0,1115.0,1.0,0.0,0.0,0.414,0.0,1.0,1.0,1.0,,0.0,1.0,0.0,0.0,0.21,71398.0
2016,UZB,672.0,501.0,1115.0,1.0,0.0,0.0,0.414,0.0,1.0,1.0,1.0,,0.0,1.0,0.0,0.0,0.186,71398.0
2017,UZB,672.0,501.0,1115.0,1.0,0.0,0.0,0.414,0.0,1.0,1.0,1.0,,0.0,1.0,0.0,0.0,0.306,71398.0
2018,UZB,672.0,501.0,1115.0,1.0,0.0,0.0,0.414,0.0,1.0,1.0,1.0,,0.0,1.0,0.0,0.0,0.034,71398.0
2019,UZB,672.0,501.0,1115.0,1.0,0.0,0.0,0.414,0.0,1.0,1.0,1.0,,0.0,1.0,0.0,0.0,0.326,71398.0
2020,UZB,672.0,488.0,1115.0,1.0,0.0,0.0,0.414,0.0,1.0,1.0,1.0,,0.0,1.0,0.0,0.0,0.05,71398.0
2021,UZB,672.0,488.0,1115.0,1.0,0.0,0.0,0.414,0.0,1.0,1.0,1.0,,0.0,1.0,0.0,0.0,,71398.0
1992,VAT,5158.0,4785.0,5158.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
1993,VAT,5158.0,4785.0,5158.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
1994,VAT,5158.0,4785.0,5158.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
1995,VAT,5158.0,4783.0,5158.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
1996,VAT,5158.0,4783.0,5158.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
1997,VAT,5158.0,4783.0,4513.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
1998,VAT,5158.0,4783.0,4513.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
1999,VAT,5158.0,4783.0,4513.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
2000,VAT,5158.0,4775.0,4513.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
2001,VAT,5158.0,4775.0,4513.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
2002,VAT,5158.0,4775.0,4513.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
2003,VAT,5158.0,4775.0,4513.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
2004,VAT,5158.0,4775.0,4513.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
2005,VAT,5158.0,4752.0,4513.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
2006,VAT,5158.0,4752.0,4513.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
2007,VAT,5158.0,4752.0,4513.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
2008,VAT,5158.0,4752.0,4513.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
2009,VAT,5158.0,4752.0,4513.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
2010,VAT,5158.0,4741.0,4513.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
2011,VAT,5158.0,4741.0,4513.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
2012,VAT,5158.0,4741.0,4513.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
2013,VAT,5158.0,4741.0,4513.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
2014,VAT,5158.0,4741.0,4513.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
2015,VAT,5158.0,4734.0,4513.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
2016,VAT,5158.0,4734.0,4513.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
2017,VAT,5158.0,4734.0,4513.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
2018,VAT,5158.0,4734.0,4513.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
2019,VAT,5158.0,4734.0,4513.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
2020,VAT,5158.0,4727.0,4513.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
2021,VAT,5158.0,4727.0,4513.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
1992,VCT,12454.0,11977.0,12454.0,0.0,0.0,0.0,0.014,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.436,251.0
1993,VCT,12454.0,11977.0,12454.0,0.0,0.0,0.0,0.014,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.666,251.0
1994,VCT,12454.0,11977.0,12454.0,0.0,0.0,0.0,0.014,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.557,251.0
1995,VCT,12454.0,11981.0,12454.0,0.0,0.0,0.0,0.014,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.477,251.0
1996,VCT,12454.0,11981.0,12454.0,0.0,0.0,0.0,0.014,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.567,251.0
1997,VCT,12454.0,11981.0,11542.0,0.0,0.0,0.0,0.014,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.543,251.0
1998,VCT,12454.0,11981.0,11542.0,0.0,0.0,0.0,0.014,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.79,251.0
1999,VCT,12454.0,11981.0,11542.0,0.0,0.0,0.0,0.014,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.483,251.0
2000,VCT,12454.0,11979.0,11542.0,0.0,0.0,0.0,0.014,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.774,251.0
2001,VCT,12454.0,11979.0,11542.0,0.0,0.0,0.0,0.014,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.61,251.0
2002,VCT,12454.0,11979.0,11542.0,0.0,0.0,0.0,0.014,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.064,251.0
2003,VCT,12454.0,11979.0,11542.0,0.0,0.0,0.0,0.014,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.146,251.0
