iso3,year,exports,imports,gdp,dist,tariff,ln_gdp,ln_dist,contig,comlang_ru,ex_ussr,rta,eaeu,wto_both,eu,ln_tariff
AFG,2000,57.9279,0.0286,3.52142e+09,1393,,21.9821,7.23921,0,0,0,0,0,0,0,
AFG,2001,18.1843,0.0337,2.81357e+09,1393,,21.7577,7.23921,0,0,0,0,0,0,0,
AFG,2002,31.1302,0.0069,3.8257e+09,1393,,22.065,7.23921,0,0,0,0,0,0,0,
AFG,2003,49.446,0.0037,4.52095e+09,1393,,22.232,7.23921,0,0,0,0,0,0,0,
AFG,2004,86.3874,0.260079,5.2249e+09,1393,3.33333,22.3767,7.23921,0,0,0,0,0,0,0,0.0327898
AFG,2005,163.915,0.158122,6.20326e+09,1393,,22.5483,7.23921,0,0,0,0,0,0,0,
AFG,2006,178.514,0.891056,6.97176e+09,1393,,22.6651,7.23921,0,0,0,0,0,0,0,
AFG,2007,192.513,4.01343,9.74789e+09,1393,,23.0003,7.23921,0,0,0,0,0,0,0,
AFG,2008,617.121,6.65835,1.01093e+10,1393,5,23.0367,7.23921,0,0,0,0,0,0,0,0.0487902
AFG,2009,408.455,1.20409,1.24162e+10,1393,,23.2423,7.23921,0,0,0,0,0,0,0,
AFG,2010,362.784,1.23267,1.58567e+10,1393,3.8125,23.4869,7.23921,0,0,0,0,0,0,0,0.0374162
AFG,2011,333.844,3.83302,1.78051e+10,1393,1.65,23.6028,7.23921,0,0,0,0,0,0,0,0.0163654
AFG,2012,320.952,0.5935,1.99073e+10,1393,4.79455,23.7144,7.23921,0,0,0,0,0,0,0,0.0468316
AFG,2013,250.91,2.95763,2.01464e+10,1393,5.99026,23.7263,7.23921,0,0,0,0,0,0,0,0.058177
AFG,2014,333.522,3.17089,2.04971e+10,1393,5.27886,23.7436,7.23921,0,0,0,0,0,0,0,0.0514425
AFG,2015,372.434,1.96356,1.91342e+10,1393,4.03988,23.6747,7.23921,0,0,0,0,0,0,0,0.0396041
AFG,2016,486.886,2.52994,1.81166e+10,1393,2.15909,23.6201,7.23921,0,0,0,0,0,1,0,0.0213611
AFG,2017,562.543,2.06435,1.87535e+10,1393,3.58233,23.6546,7.23921,0,0,0,0,0,1,0,0.0351965
AFG,2018,517.579,4.17443,1.80532e+10,1393,2.16897,23.6166,7.23921,0,0,0,0,0,1,0,0.0214578
AFG,2019,398.854,2.81211,1.87994e+10,1393,3.25466,23.6571,7.23921,0,0,0,0,0,1,0,0.0320282
AFG,2020,620.716,1.85115,1.99559e+10,1393,2.89948,23.7168,7.23921,0,0,0,0,0,1,0,0.0285824
AFG,2021,469.377,4.95755,1.426e+10,1393,6.1673,23.3807,7.23921,0,0,0,0,0,1,0,0.059846
AFG,2022,978.003,9.26283,1.44972e+10,1393,4.46596,23.3972,7.23921,0,0,0,0,0,1,0,0.0436911
AFG,2023,615.131,21.3794,1.71522e+10,1393,3.26036,23.5654,7.23921,0,0,0,0,0,1,0,0.0320834
AFG,2024,527.766,17.4121,1.77785e+10,1393,,23.6013,7.23921,0,0,0,0,0,1,0,
AGO,2000,0,0,9.12959e+09,8625.1,,22.9348,9.06243,0,0,0,0,0,0,0,
AGO,2001,0.2498,0,8.93608e+09,8625.1,,22.9134,9.06243,0,0,0,0,0,0,0,
AGO,2002,0.1012,0.0131,1.73115e+10,8625.1,,23.5746,9.06243,0,0,0,0,0,0,0,
AGO,2003,0.0179,0.0004,2.03421e+10,8625.1,,23.736,9.06243,0,0,0,0,0,0,0,
AGO,2004,0.024405,0,2.6998e+10,8625.1,,24.019,9.06243,0,0,0,0,0,0,0,
AGO,2005,0.042799,0.003417,4.13966e+10,8625.1,,24.4465,9.06243,0,0,0,0,0,0,0,
AGO,2006,0.338673,0.023247,5.86537e+10,8625.1,,24.7949,9.06243,0,0,0,0,0,0,0,
AGO,2007,0.123326,0.0462,7.30378e+10,8625.1,,25.0142,9.06243,0,0,0,0,0,0,0,
AGO,2008,0.488413,0.015664,9.87904e+10,8625.1,7.36559,25.3163,9.06243,0,0,0,0,0,0,0,0.0710696
AGO,2009,0.029623,0.018243,8.17052e+10,8625.1,,25.1264,9.06243,0,0,0,0,0,0,0,
AGO,2010,1.6971,0.108259,9.55469e+10,8625.1,7.14596,25.2829,9.06243,0,0,0,0,0,0,0,0.0690218
AGO,2011,0.190928,0.000273,1.25552e+11,8625.1,10,25.556,9.06243,0,0,0,0,0,0,0,0.0953102
AGO,2012,0.1379,0,1.43573e+11,8625.1,,25.6901,9.06243,0,0,0,0,0,0,0,
AGO,2013,0.291889,0.053604,1.48845e+11,8625.1,9.54545,25.7262,9.06243,0,0,0,0,0,0,0,0.0911694
AGO,2014,1.36506,0,1.5345e+11,8625.1,,25.7566,9.06243,0,0,0,0,0,0,0,
AGO,2015,0.032073,0,1.02543e+11,8625.1,,25.3535,9.06243,0,0,0,0,0,0,0,
AGO,2016,0.039485,0.274785,6.077e+10,8625.1,3.25,24.8304,9.06243,0,0,0,0,0,1,0,0.031983
AGO,2017,0.100328,0,8.56296e+10,8625.1,,25.1733,9.06243,0,0,0,0,0,1,0,
AGO,2018,0.191746,0.0105438,9.05061e+10,8625.1,7.44878,25.2287,9.06243,0,0,0,0,0,1,0,0.0718441
AGO,2019,0.025922,0.005629,8.11938e+10,8625.1,7.83155,25.1201,9.06243,0,0,0,0,0,1,0,0.0754001
AGO,2020,0.202153,0,5.8512e+10,8625.1,7.19716,24.7925,9.06243,0,0,0,0,0,1,0,0.0694995
AGO,2021,0.106579,0,7.82839e+10,8625.1,,25.0836,9.06243,0,0,0,0,0,1,0,
AGO,2022,0.0231512,0.00739715,1.28234e+11,8625.1,5.64329,25.5771,9.06243,0,0,0,0,0,1,0,0.0548981
AGO,2023,0.678646,1.915e-05,1.06042e+11,8625.1,10,25.3871,9.06243,0,0,0,0,0,1,0,0.0953102
AGO,2024,0.98692,0,1.03081e+11,8625.1,,25.3588,9.06243,0,0,0,0,0,1,0,
AGO,2025,0.0577719,0,1.22175e+11,8625.1,,25.5287,9.06243,0,0,0,0,0,1,0,
ALB,2000,0,0.0014,3.58457e+09,4242.27,,21.9999,8.35285,0,0,0,0,0,0,0,
ALB,2001,0,0.0074,4.05906e+09,4242.27,,22.1242,8.35285,0,0,0,0,0,0,0,
ALB,2002,0,0,4.515e+09,4242.27,,22.2307,8.35285,0,0,0,0,0,0,0,
ALB,2003,0,0,5.80171e+09,4242.27,,22.4814,8.35285,0,0,0,0,0,0,0,
ALB,2004,0,0.005356,7.40665e+09,4242.27,2.5,22.7256,8.35285,0,0,0,0,0,0,0,0.0246926
ALB,2005,0,0.745639,8.25666e+09,4242.27,,22.8343,8.35285,0,0,0,0,0,0,0,
ALB,2006,0,0.300674,9.15053e+09,4242.27,,22.9371,8.35285,0,0,0,0,0,0,0,
ALB,2007,0.605507,0.005986,1.11169e+10,4242.27,,23.1317,8.35285,0,0,0,0,0,0,0,
ALB,2008,8.33423,0.038103,1.32585e+10,4242.27,7.22222,23.3079,8.35285,0,0,0,0,0,0,0,0.0697333
ALB,2009,0,0.043793,1.23355e+10,4242.27,,23.2358,8.35285,0,0,0,0,0,0,0,
ALB,2010,2.60171,0.48414,1.20865e+10,4242.27,9.80442,23.2154,8.35285,0,0,0,0,0,0,0,0.0935306
ALB,2011,5.66445,0.22829,1.29738e+10,4242.27,9.78618,23.2862,8.35285,0,0,0,0,0,0,0,0.0933645
ALB,2012,7.868,0.2221,1.22465e+10,4242.27,9.84756,23.2285,8.35285,0,0,0,0,0,0,0,0.0939234
ALB,2013,0.518721,0.439064,1.2797e+10,4242.27,10.0658,23.2725,8.35285,0,0,0,0,0,0,0,0.0959081
ALB,2014,0,0.75751,1.32963e+10,4242.27,9.20471,23.3108,8.35285,0,0,0,0,0,0,0,0.088054
ALB,2015,0,0.606713,1.14702e+10,4242.27,8.35013,23.163,8.35285,0,0,0,0,0,0,0,0.0801978
ALB,2016,1.22422,0.445996,1.19887e+10,4242.27,6.5375,23.2072,8.35285,0,0,0,0,0,1,0,0.0633269
ALB,2017,2.14016,0.538403,1.32583e+10,4242.27,5.24876,23.3079,8.35285,0,0,0,0,0,1,0,0.0511565
ALB,2018,0,0.71124,1.53795e+10,4242.27,4.26621,23.4563,8.35285,0,0,0,0,0,1,0,0.0417772
ALB,2019,1.82778,0.445713,1.55851e+10,4242.27,5.16861,23.4696,8.35285,0,0,0,0,0,1,0,0.0503946
ALB,2020,1.46155,0.266962,1.52415e+10,4242.27,5.23012,23.4473,8.35285,0,0,0,0,0,1,0,0.0509794
ALB,2021,5.44867,0.426959,1.8032e+10,4242.27,9.0766,23.6154,8.35285,0,0,0,0,0,1,0,0.0868802
ALB,2022,7.31175,0.422138,1.90172e+10,4242.27,8.68485,23.6686,8.35285,0,0,0,0,0,1,0,0.0832822
ALB,2023,0.0325005,0.534062,2.34912e+10,4242.27,7.24745,23.8799,8.35285,0,0,0,0,0,1,0,0.0699686
ALB,2024,0.00721375,0.721931,2.70375e+10,4242.27,,24.0205,8.35285,0,0,0,0,0,1,0,
ALB,2025,0.226393,3.48913,3.05402e+10,4242.27,,24.1423,8.35285,0,0,0,0,0,1,0,
AND,2000,0,0.0224,1.43261e+09,5509.3,,21.0828,8.61419,0,0,0,0,0,0,0,
AND,2001,0.0074,0,1.54827e+09,5509.3,,21.1604,8.61419,0,0,0,0,0,0,0,
AND,2002,0,0,1.76428e+09,5509.3,,21.291,8.61419,0,0,0,0,0,0,0,
AND,2003,0,0,2.36694e+09,5509.3,,21.5849,8.61419,0,0,0,0,0,0,0,
AND,2004,0,0,2.90025e+09,5509.3,,21.7881,8.61419,0,0,0,0,0,0,0,
AND,2005,0,0.019079,3.16108e+09,5509.3,,21.8742,8.61419,0,0,0,0,0,0,0,
AND,2006,0,0.001726,3.45934e+09,5509.3,,21.9643,8.61419,0,0,0,0,0,0,0,
AND,2007,0,0,3.95763e+09,5509.3,,22.0989,8.61419,0,0,0,0,0,0,0,
AND,2008,0,0.000387,4.10232e+09,5509.3,10,22.1348,8.61419,0,0,0,0,0,0,0,0.0953102
AND,2009,0,0.00039,3.68898e+09,5509.3,,22.0286,8.61419,0,0,0,0,0,0,0,
AND,2010,0,0.001433,3.44993e+09,5509.3,13.9286,21.9616,8.61419,0,0,0,0,0,0,0,0.130401
AND,2011,0,0,3.62913e+09,5509.3,,22.0123,8.61419,0,0,0,0,0,0,0,
AND,2012,0,0,3.18865e+09,5509.3,,21.8829,8.61419,0,0,0,0,0,0,0,
AND,2013,0,0,3.19351e+09,5509.3,,21.8844,8.61419,0,0,0,0,0,0,0,
AND,2014,0,0.000954,3.27169e+09,5509.3,12.5,21.9086,8.61419,0,0,0,0,0,0,0,0.117783
AND,2015,0,0.000173,2.78988e+09,5509.3,4.18214,21.7493,8.61419,0,0,0,0,0,0,0,0.0409706
AND,2016,0,0.003027,2.89661e+09,5509.3,2.20312,21.7868,8.61419,0,0,0,0,0,0,0,0.0217921
AND,2017,0,0.00129118,3.00016e+09,5509.3,4.83333,21.8219,8.61419,0,0,0,0,0,0,0,0.0472016
AND,2018,0,0.0004026,3.21842e+09,5509.3,9.5,21.8922,8.61419,0,0,0,0,0,0,0,0.0907544
AND,2019,0,1e-06,3.15515e+09,5509.3,5.875,21.8723,8.61419,0,0,0,0,0,0,0,0.057089
AND,2020,0,0,2.891e+09,5509.3,,21.7849,8.61419,0,0,0,0,0,0,0,
AND,2021,0,1.016e-05,3.32465e+09,5509.3,,21.9246,8.61419,0,0,0,0,0,0,0,
AND,2022,0,0.0931426,3.38061e+09,5509.3,8.77875,21.9413,8.61419,0,0,0,0,0,0,0,0.0841458
AND,2023,0,0.0686439,3.78507e+09,5509.3,4.02758,22.0543,8.61419,0,0,0,0,0,0,0,0.0394858
AND,2024,0,0.342302,4.04425e+09,5509.3,,22.1206,8.61419,0,0,0,0,0,0,0,
AND,2025,5.34652,0.015529,4.50098e+09,5509.3,,22.2276,8.61419,0,0,0,0,0,0,0,
ARE,2000,11.0076,22.0478,1.04337e+11,2919.77,,25.3709,7.97926,0,0,0,0,0,0,0,
ARE,2001,330.34,33.657,1.03312e+11,2919.77,,25.361,7.97926,0,0,0,0,0,0,0,
ARE,2002,472.277,39.4992,1.09816e+11,2919.77,,25.4221,7.97926,0,0,0,0,0,0,0,
ARE,2003,215.057,25.2447,1.24346e+11,2919.77,,25.5463,7.97926,0,0,0,0,0,0,0,
ARE,2004,31.7837,20.2287,1.47824e+11,2919.77,2.29372,25.7193,7.97926,0,0,0,0,0,0,0,0.0226781
ARE,2005,20.1767,30.1057,1.80617e+11,2919.77,,25.9196,7.97926,0,0,0,0,0,0,0,
ARE,2006,80.005,72.995,2.22117e+11,2919.77,,26.1265,7.97926,0,0,0,0,0,0,0,
ARE,2007,56.1282,247.868,2.57916e+11,2919.77,,26.2759,7.97926,0,0,0,0,0,0,0,
ARE,2008,90.4911,204.578,3.15475e+11,2919.77,5.52447,26.4773,7.97926,0,0,0,0,0,0,0,0.0537727
ARE,2009,20.1733,142.208,2.53547e+11,2919.77,,26.2588,7.97926,0,0,0,0,0,0,0,
ARE,2010,13.8017,110.599,3.07736e+11,2919.77,9.22317,26.4525,7.97926,0,0,0,0,0,0,0,0.088223
ARE,2011,34.0196,76.6866,3.68881e+11,2919.77,9.47774,26.6337,7.97926,0,0,0,0,0,0,0,0.0905511
ARE,2012,122.303,64.6644,3.92794e+11,2919.77,10.0971,26.6966,7.97926,0,0,0,0,0,0,0,0.0961923
ARE,2013,32.5372,63.0919,4.09633e+11,2919.77,9.70055,26.7385,7.97926,0,0,0,0,0,0,0,0.0925842
ARE,2014,83.7753,69.1306,4.24936e+11,2919.77,8.99376,26.7752,7.97926,0,0,0,0,0,0,0,0.0861205
ARE,2015,42.4748,67.079,3.81973e+11,2919.77,8.02315,26.6686,7.97926,0,0,0,0,0,0,0,0.0771754
ARE,2016,305.191,68.9668,3.81717e+11,2919.77,6.96452,26.6679,7.97926,0,0,0,0,0,1,0,0.067327
ARE,2017,558.763,84.2831,4.03365e+11,2919.77,6.57213,26.7231,7.97926,0,0,0,0,0,1,0,0.0636518
ARE,2018,412.664,71.5341,4.4056e+11,2919.77,6.25661,26.8113,7.97926,0,0,0,0,0,1,0,0.0606868
ARE,2019,449.174,88.662,4.33926e+11,2919.77,6.61005,26.7961,7.97926,0,0,0,0,0,1,0,0.0640076
ARE,2020,378.66,95.6969,3.57162e+11,2919.77,5.82853,26.6015,7.97926,0,0,0,0,0,1,0,0.05665
ARE,2021,633.895,75.1418,4.22441e+11,2919.77,5.42348,26.7693,7.97926,0,0,0,0,0,1,0,0.0528152
ARE,2022,560.339,72.2743,5.11403e+11,2919.77,6.05841,26.9604,7.97926,0,0,0,0,0,1,0,0.0588198
ARE,2023,209.47,118.562,5.22622e+11,2919.77,5.14144,26.9821,7.97926,0,0,0,0,0,1,0,0.0501363
ARE,2024,130.734,146.234,5.52325e+11,2919.77,,27.0374,7.97926,0,0,0,0,0,1,0,
ARG,2000,4.2583,2.8893,2.84204e+11,15843.9,,26.373,9.67054,0,0,0,0,0,0,0,
ARG,2001,4.7544,3.8004,2.68697e+11,15843.9,,26.3168,9.67054,0,0,0,0,0,0,0,
ARG,2002,0,5.9978,9.7724e+10,15843.9,,25.3054,9.67054,0,0,0,0,0,0,0,
ARG,2003,0.1109,0.8189,1.27587e+11,15843.9,,25.5721,9.67054,0,0,0,0,0,0,0,
ARG,2004,1.28083,3.64897,1.64658e+11,15843.9,2.02019,25.8271,9.67054,0,0,0,0,0,0,0,0.0200005
ARG,2005,0.031279,21.5757,1.98737e+11,15843.9,,26.0152,9.67054,0,0,0,0,0,0,0,
ARG,2006,0.381661,35.7257,2.32557e+11,15843.9,,26.1724,9.67054,0,0,0,0,0,0,0,
ARG,2007,1.58895,35.0075,2.87531e+11,15843.9,,26.3846,9.67054,0,0,0,0,0,0,0,
ARG,2008,0.008584,32.9875,3.61558e+11,15843.9,4.3566,26.6137,9.67054,0,0,0,0,0,0,0,0.0426437
ARG,2009,20.2755,40.4321,3.32976e+11,15843.9,,26.5313,9.67054,0,0,0,0,0,0,0,
ARG,2010,13.611,56.1747,4.23627e+11,15843.9,7.61936,26.7721,9.67054,0,0,0,0,0,0,0,0.0734304
ARG,2011,10.8041,30.5752,5.30158e+11,15843.9,7.00827,26.9964,9.67054,0,0,0,0,0,0,0,0.0677359
ARG,2012,0.1873,42.3096,5.45982e+11,15843.9,6.871,27.0259,9.67054,0,0,0,0,0,0,0,0.0664523
ARG,2013,0.052876,41.7463,5.52025e+11,15843.9,7.05623,27.0369,9.67054,0,0,0,0,0,0,0,0.068184
ARG,2014,3.47781,25.9453,5.2632e+11,15843.9,6.41048,26.9892,9.67054,0,0,0,0,0,0,0,0.0621338
ARG,2015,5.08688,18.4957,5.94749e+11,15843.9,6.5036,27.1114,9.67054,0,0,0,0,0,0,0,0.0630086
ARG,2016,1.66192,10.6153,5.57532e+11,15843.9,4.8918,27.0468,9.67054,0,0,0,0,0,1,0,0.0477591
ARG,2017,7.64458,30.9596,6.43628e+11,15843.9,4.65736,27.1904,9.67054,0,0,0,0,0,1,0,0.0455215
ARG,2018,4.23572,22.0157,5.2482e+11,15843.9,4.66866,26.9863,9.67054,0,0,0,0,0,1,0,0.0456295
ARG,2019,4.73881,13.1985,4.47755e+11,15843.9,4.49317,26.8275,9.67054,0,0,0,0,0,1,0,0.0439515
ARG,2020,9.87521,16.5532,3.85741e+11,15843.9,3.98149,26.6784,9.67054,0,0,0,0,0,1,0,0.0390427
ARG,2021,18.5609,38.0553,4.86564e+11,15843.9,3.83378,26.9106,9.67054,0,0,0,0,0,1,0,0.0376211
ARG,2022,27.028,21.8653,6.33994e+11,15843.9,4.91262,27.1753,9.67054,0,0,0,0,0,1,0,0.0479577
ARG,2023,26.852,23.4641,6.49462e+11,15843.9,4.14825,27.1994,9.67054,0,0,0,0,0,1,0,0.0406452
ARG,2024,2.46244,36.0448,6.38365e+11,15843.9,,27.1822,9.67054,0,0,0,0,0,1,0,
ARG,2025,2.3558,30.6389,6.83098e+11,15843.9,,27.2499,9.67054,0,0,0,0,0,1,0,
ARM,2000,4.1167,1.1852,1.91156e+09,2429.6,,21.3712,7.79548,0,0,1,1,0,0,0,
ARM,2001,2.1911,0.9046,2.11847e+09,2429.6,,21.474,7.79548,0,0,1,1,0,0,0,
ARM,2002,2.027,0.7521,2.37634e+09,2429.6,,21.5888,7.79548,0,0,1,1,0,0,0,
ARM,2003,5.8264,0.8333,2.80706e+09,2429.6,,21.7554,7.79548,0,0,1,1,0,0,0,
ARM,2004,13.5721,1.53038,3.57662e+09,2429.6,2.08081,21.9977,7.79548,0,0,1,1,0,0,0,0.0205945
ARM,2005,43.1412,2.08587,4.90047e+09,2429.6,,22.3126,7.79548,0,0,1,1,0,0,0,
ARM,2006,14.6446,3.65862,6.38445e+09,2429.6,,22.5771,7.79548,0,0,1,1,0,0,0,
ARM,2007,6.26411,5.91012,9.2063e+09,2429.6,,22.9432,7.79548,0,0,1,1,0,0,0,
ARM,2008,6.33886,4.05781,1.1662e+10,2429.6,0.254237,23.1796,7.79548,0,0,1,1,0,0,0,0.00253915
ARM,2009,2.67124,2.41485,8.64794e+09,2429.6,,22.8806,7.79548,0,0,1,1,0,0,0,
ARM,2010,7.601,3.21219,9.26029e+09,2429.6,0,22.949,7.79548,0,0,1,1,0,0,0,0
ARM,2011,2.28388,3.40299,1.01421e+10,2429.6,0,23.04,7.79548,0,0,1,1,0,0,0,0
ARM,2012,0.5376,3.169,1.06193e+10,2429.6,0,23.0859,7.79548,0,0,1,1,0,0,0,0
ARM,2013,0.805071,7.12828,1.11215e+10,2429.6,0,23.1321,7.79548,0,0,1,1,0,0,0,0
ARM,2014,0.405412,7.80676,1.16095e+10,2429.6,0,23.1751,7.79548,0,0,1,1,0,0,0,0
ARM,2015,0.716416,4.25561,1.05533e+10,2429.6,,23.0797,7.79548,0,0,1,1,1,0,0,
ARM,2016,0.27977,2.9934,1.05461e+10,2429.6,0,23.079,7.79548,0,0,1,1,1,1,0,0
ARM,2017,5.56911,5.0333,1.15275e+10,2429.6,0,23.168,7.79548,0,0,1,1,1,1,0,0
ARM,2018,4.92669,9.00016,1.24579e+10,2429.6,0,23.2456,7.79548,0,0,1,1,1,1,0,0
ARM,2019,4.4206,7.08078,1.36193e+10,2429.6,0,23.3348,7.79548,0,0,1,1,1,1,0,0
ARM,2020,6.40598,7.82906,1.26417e+10,2429.6,0,23.2603,7.79548,0,0,1,1,1,1,0,0
ARM,2021,10.3328,10.4846,1.38789e+10,2429.6,0,23.3536,7.79548,0,0,1,1,1,1,0,0
ARM,2022,28.0489,15.0351,1.95135e+10,2429.6,0,23.6944,7.79548,0,0,1,1,1,1,0,0
ARM,2023,34.9914,68.682,2.4186e+10,2429.6,0,23.909,7.79548,0,0,1,1,1,1,0,0
ARM,2024,36.25,46.605,2.59553e+10,2429.6,,23.9796,7.79548,0,0,1,1,1,1,0,
ARM,2025,52.0804,24.87,2.92435e+10,2429.6,,24.0989,7.79548,0,0,1,1,1,1,0,
ASM,2002,0,0,5.12e+08,13066.9,,20.0538,9.47784,0,0,0,0,0,0,0,
ASM,2003,0,0,5.24e+08,13066.9,,20.077,9.47784,0,0,0,0,0,0,0,
ASM,2004,0,0,5.09e+08,13066.9,,20.048,9.47784,0,0,0,0,0,0,0,
ASM,2005,0,0,5e+08,13066.9,,20.0301,9.47784,0,0,0,0,0,0,0,
ASM,2006,0,6.9e-05,4.93e+08,13066.9,,20.016,9.47784,0,0,0,0,0,0,0,
ASM,2007,0,0.000402,5.18e+08,13066.9,,20.0655,9.47784,0,0,0,0,0,0,0,
ASM,2008,0,0,5.6e+08,13066.9,,20.1434,9.47784,0,0,0,0,0,0,0,
ASM,2009,0,0.000264,6.75e+08,13066.9,,20.3302,9.47784,0,0,0,0,0,0,0,
ASM,2010,0.050341,0.000263,5.73e+08,13066.9,0,20.1664,9.47784,0,0,0,0,0,0,0,0
ASM,2011,0,0.080149,5.7e+08,13066.9,12.125,20.1611,9.47784,0,0,0,0,0,0,0,0.114444
ASM,2012,0,0.1647,6.4e+08,13066.9,1.21212,20.277,9.47784,0,0,0,0,0,0,0,0.0120483
ASM,2013,0,0.011395,6.38e+08,13066.9,2.5,20.2738,9.47784,0,0,0,0,0,0,0,0.0246926
ASM,2014,0,0.019004,6.43e+08,13066.9,8.04,20.2817,9.47784,0,0,0,0,0,0,0,0.0773313
ASM,2015,0,0,6.73e+08,13066.9,,20.3273,9.47784,0,0,0,0,0,0,0,
ASM,2016,0,0.071826,6.71e+08,13066.9,2.91667,20.3243,9.47784,0,0,0,0,0,0,0,0.0287494
ASM,2017,0,0,6.12e+08,13066.9,,20.2322,9.47784,0,0,0,0,0,0,0,
ASM,2018,0,0,6.39e+08,13066.9,,20.2754,9.47784,0,0,0,0,0,0,0,
ASM,2019,0,0,6.47e+08,13066.9,,20.2879,9.47784,0,0,0,0,0,0,0,
ASM,2020,0,0,7.21e+08,13066.9,,20.3961,9.47784,0,0,0,0,0,0,0,
ASM,2021,0,0,7.5e+08,13066.9,,20.4356,9.47784,0,0,0,0,0,0,0,
ASM,2022,0,0.00067518,8.71e+08,13066.9,,20.5852,9.47784,0,0,0,0,0,0,0,
ATG,2000,0,0.0313,9.01004e+08,11619.5,,20.619,9.36044,0,0,0,0,0,0,0,
ATG,2001,0,0.0132,8.77774e+08,11619.5,,20.5929,9.36044,0,0,0,0,0,0,0,
ATG,2002,0,0,8.98093e+08,11619.5,,20.6158,9.36044,0,0,0,0,0,0,0,
ATG,2003,0,0,9.481e+08,11619.5,,20.67,9.36044,0,0,0,0,0,0,0,
ATG,2004,0,0,1.02633e+09,11619.5,,20.7493,9.36044,0,0,0,0,0,0,0,
ATG,2005,0,0,1.1439e+09,11619.5,,20.8577,9.36044,0,0,0,0,0,0,0,
ATG,2006,0,0,1.30367e+09,11619.5,,20.9885,9.36044,0,0,0,0,0,0,0,
ATG,2007,0,0,1.48738e+09,11619.5,,21.1203,9.36044,0,0,0,0,0,0,0,
ATG,2008,0,0,1.55764e+09,11619.5,,21.1664,9.36044,0,0,0,0,0,0,0,
ATG,2009,0,0,1.38652e+09,11619.5,,21.0501,9.36044,0,0,0,0,0,0,0,
ATG,2010,0,0,1.29835e+09,11619.5,,20.9844,9.36044,0,0,0,0,0,0,0,
ATG,2011,0,0.006127,1.28736e+09,11619.5,2.5,20.9759,9.36044,0,0,0,0,0,0,0,0.0246926
ATG,2012,0,0.037,1.36473e+09,11619.5,20,21.0342,9.36044,0,0,0,0,0,0,0,0.182322
ATG,2013,0,7.1e-05,1.3255e+09,11619.5,9,21.0051,9.36044,0,0,0,0,0,0,0,0.0861777
ATG,2014,0,0.014667,1.37871e+09,11619.5,6.10435,21.0444,9.36044,0,0,0,0,0,0,0,0.0592528
ATG,2015,0,0.006805,1.43749e+09,11619.5,3.89921,21.0862,9.36044,0,0,0,0,0,0,0,0.0382511
ATG,2016,0,0,1.4896e+09,11619.5,,21.1218,9.36044,0,0,0,0,0,1,0,
