iso3,year,exports,imports,gdp,dist,tariff,ln_gdp,ln_dist,contig,comlang_ru,ex_ussr,rta,eaeu,wto_both,eu,ln_tariff
CHE,2022,1076.83,276.846,8.58479e+11,4842.57,5.68414,27.4784,8.4852,0,0,0,0,0,1,0,0.0552846
CHE,2023,940.663,441.384,9.28435e+11,4842.57,4.95161,27.5568,8.4852,0,0,0,0,0,1,0,0.0483292
CHE,2024,1228.22,516.115,9.6992e+11,4842.57,,27.6005,8.4852,0,0,0,0,0,1,0,
CHE,2025,1078.13,437.219,1.04353e+12,4842.57,,27.6736,8.4852,0,0,0,0,0,1,0,
CHL,2000,2.782,0.135,7.83398e+10,16653.7,,25.0843,9.72039,0,0,0,0,0,0,0,
CHL,2001,0.0028,0.0391,7.15747e+10,16653.7,,24.994,9.72039,0,0,0,0,0,0,0,
CHL,2002,0,0.3029,7.0264e+10,16653.7,,24.9755,9.72039,0,0,0,0,0,0,0,
CHL,2003,0.7789,0.2152,7.64926e+10,16653.7,,25.0605,9.72039,0,0,0,0,0,0,0,
CHL,2004,0.37367,0.92254,9.9076e+10,16653.7,1.36364,25.3192,9.72039,0,0,0,0,0,0,0,0.0135442
CHL,2005,0,23.0055,1.22294e+11,16653.7,,25.5297,9.72039,0,0,0,0,0,0,0,
CHL,2006,0,1.46353,1.53844e+11,16653.7,,25.7592,9.72039,0,0,0,0,0,0,0,
CHL,2007,6e-06,2.70441,1.72491e+11,16653.7,,25.8736,9.72039,0,0,0,0,0,0,0,
CHL,2008,0,3.23822,1.79895e+11,16653.7,4.77512,25.9156,9.72039,0,0,0,0,0,0,0,0.0466462
CHL,2009,0,5.52543,1.71778e+11,16653.7,,25.8695,9.72039,0,0,0,0,0,0,0,
CHL,2010,0,6.04251,2.17051e+11,16653.7,5.7081,26.1034,9.72039,0,0,0,0,0,0,0,0.0555114
CHL,2011,0,8.70972,2.51383e+11,16653.7,5.37425,26.2502,9.72039,0,0,0,0,0,0,0,0.0523481
CHL,2012,0,23.3797,2.67025e+11,16653.7,7.55503,26.3106,9.72039,0,0,0,0,0,0,0,0.0728325
CHL,2013,0,13.6376,2.77395e+11,16653.7,7.53947,26.3487,9.72039,0,0,0,0,0,0,0,0.0726878
CHL,2014,0,9.91237,2.59561e+11,16653.7,6.24175,26.2823,9.72039,0,0,0,0,0,0,0,0.0605469
CHL,2015,0.828346,12.3692,2.4245e+11,16653.7,5.45333,26.2141,9.72039,0,0,0,0,0,0,0,0.0530983
CHL,2016,0,5.96578,2.49345e+11,16653.7,5.52408,26.2421,9.72039,0,0,0,0,0,1,0,0.053769
CHL,2017,0.0226061,7.07271,2.76154e+11,16653.7,4.74161,26.3442,9.72039,0,0,0,0,0,1,0,0.0463262
CHL,2018,0.0463675,8.25558,2.95858e+11,16653.7,5.52726,26.4131,9.72039,0,0,0,0,0,1,0,0.0537991
CHL,2019,0.0008787,11.4556,2.78308e+11,16653.7,4.80131,26.352,9.72039,0,0,0,0,0,1,0,0.0468961
CHL,2020,0.31013,13.5359,2.54104e+11,16653.7,4.365,26.261,9.72039,0,0,0,0,0,1,0,0.0427242
CHL,2021,7.85402,15.0872,3.15507e+11,16653.7,4.17276,26.4774,9.72039,0,0,0,0,0,1,0,0.0408805
CHL,2022,10.9571,27.7905,3.01099e+11,16653.7,5.05424,26.4307,9.72039,0,0,0,0,0,1,0,0.0493066
CHL,2023,1.86242,29.232,3.35803e+11,16653.7,5.69871,26.5398,9.72039,0,0,0,0,0,1,0,0.0554225
CHL,2024,2.56559,44.9225,3.29261e+11,16653.7,,26.5201,9.72039,0,0,0,0,0,1,0,
CHL,2025,1.42632,88.005,3.57371e+11,16653.7,,26.602,9.72039,0,0,0,0,0,1,0,
CHN,2000,672.549,150.919,1.22375e+12,3721.7,,27.8329,8.22194,1,0,0,0,0,0,0,
CHN,2001,646.651,171.984,1.35504e+12,3721.7,,27.9348,8.22194,1,0,0,0,0,0,0,
CHN,2002,1018.68,313.027,1.48982e+12,3721.7,,28.0297,8.22194,1,0,0,0,0,0,0,
CHN,2003,1653.08,523.703,1.6839e+12,3721.7,,28.1521,8.22194,1,0,0,0,0,0,0,
CHN,2004,1966.91,758.233,1.9842e+12,3721.7,2.6087,28.3162,8.22194,1,0,0,0,0,0,0,0.0257525
CHN,2005,2422.51,1251.84,2.31755e+12,3721.7,,28.4715,8.22194,1,0,0,0,0,0,0,
CHN,2006,3592.51,1924.94,2.7915e+12,3721.7,,28.6576,8.22194,1,0,0,0,0,0,0,
CHN,2007,5635.91,3507.28,3.60406e+12,3721.7,,28.9131,8.22194,1,0,0,0,0,0,0,
CHN,2008,7676.61,4565.06,4.66735e+12,3721.7,5.01439,29.1716,8.22194,1,0,0,0,0,0,0,0.0489272
CHN,2009,5888.59,3569.53,5.18958e+12,3721.7,,29.2777,8.22194,1,0,0,0,0,0,0,
CHN,2010,10122.1,3964.52,6.19256e+12,3721.7,8.24125,29.4544,8.22194,1,0,0,0,0,0,0,0.0791924
CHN,2011,16291.5,5021.1,7.67176e+12,3721.7,8.28685,29.6686,8.22194,1,0,0,0,0,0,0,0.0796136
CHN,2012,16484.4,7497.72,8.67366e+12,3721.7,8.37004,29.7913,8.22194,1,0,0,0,0,0,0,0.0803815
CHN,2013,14373.7,8364.47,9.74312e+12,3721.7,8.26522,29.9076,8.22194,1,0,0,0,0,0,0,0.0794137
CHN,2014,9799.42,7357.22,1.06745e+13,3721.7,7.7053,29.9989,8.22194,1,0,0,0,0,0,0,0.0742286
CHN,2015,5480.14,5087.8,1.12808e+13,3721.7,7.15433,30.0541,8.22194,1,0,0,0,0,0,0,0.0691
CHN,2016,4214.93,3665.65,1.1456e+13,3721.7,6.07981,30.0695,8.22194,1,0,0,0,0,1,0,0.0590215
CHN,2017,5797.98,4695,1.25376e+13,3721.7,5.82821,30.1597,8.22194,1,0,0,0,0,1,0,0.0566469
CHN,2018,6307.48,5384.16,1.41478e+13,3721.7,5.70104,30.2806,8.22194,1,0,0,0,0,1,0,0.0554446
CHN,2019,8003.87,6788.63,1.45602e+13,3721.7,5.63142,30.3093,8.22194,1,0,0,0,0,1,0,0.0547857
CHN,2020,9420.58,6377.99,1.49964e+13,3721.7,5.23408,30.3388,8.22194,1,0,0,0,0,1,0,0.051017
CHN,2021,9772.51,8228.46,1.82017e+13,3721.7,5.422,30.5325,8.22194,1,0,0,0,0,1,0,0.0528012
CHN,2022,13060.2,11143.7,1.83168e+13,3721.7,6.22619,30.5388,8.22194,1,0,0,0,0,1,0,0.0604005
CHN,2023,14666.2,15389.2,1.82704e+13,3721.7,5.56282,30.5363,8.22194,1,0,0,0,0,1,0,0.0541361
CHN,2024,14891.4,15266.2,1.87297e+13,3721.7,,30.5611,8.22194,1,0,0,0,0,1,0,
CHN,2025,15196,18970.3,1.9498e+13,3721.7,,30.6013,8.22194,1,0,0,0,0,1,0,
CIV,2000,0.2204,1.2032,1.65775e+10,8619.8,,23.5313,9.06182,0,0,0,0,0,0,0,
CIV,2001,0,1.4209,1.68105e+10,8619.8,,23.5453,9.06182,0,0,0,0,0,0,0,
CIV,2002,0,4.8378,1.80544e+10,8619.8,,23.6167,9.06182,0,0,0,0,0,0,0,
CIV,2003,0.1094,2.0977,2.12518e+10,8619.8,,23.7797,9.06182,0,0,0,0,0,0,0,
CIV,2004,0.122552,3.01833,2.35106e+10,8619.8,3.33333,23.8807,9.06182,0,0,0,0,0,0,0,0.0327898
CIV,2005,0.066627,3.20346,2.40369e+10,8619.8,,23.9029,9.06182,0,0,0,0,0,0,0,
CIV,2006,0.17724,2.99772,2.52814e+10,8619.8,,23.9533,9.06182,0,0,0,0,0,0,0,
CIV,2007,1.10579,3.43932,2.87601e+10,8619.8,,24.0823,9.06182,0,0,0,0,0,0,0,
CIV,2008,2.2851,3.08429,3.40782e+10,8619.8,2.875,24.2519,9.06182,0,0,0,0,0,0,0,0.0283445
CIV,2009,0,6.63022,3.38868e+10,8619.8,,24.2463,9.06182,0,0,0,0,0,0,0,
CIV,2010,0.186259,2.14714,3.49363e+10,8619.8,7.23039,24.2768,9.06182,0,0,0,0,0,0,0,0.0698095
CIV,2011,0,1.56006,3.66937e+10,8619.8,7.25,24.3259,9.06182,0,0,0,0,0,0,0,0.0699924
CIV,2012,0,0.9976,3.63023e+10,8619.8,5.0993,24.3151,9.06182,0,0,0,0,0,0,0,0.0497354
CIV,2013,0.186259,0.485611,4.27602e+10,8619.8,5.83333,24.4789,9.06182,0,0,0,0,0,0,0,0.0566953
CIV,2014,0.001011,0.718892,4.8843e+10,8619.8,4.08889,24.6119,9.06182,0,0,0,0,0,0,0,0.040075
CIV,2015,0.120649,2.03432,4.5815e+10,8619.8,3.51094,24.5479,9.06182,0,0,0,0,0,0,0,0.0345071
CIV,2016,0.010694,2.68928,4.84078e+10,8619.8,3.33333,24.6029,9.06182,0,0,0,0,0,1,0,0.0327898
CIV,2017,0.15768,2.50611,5.25123e+10,8619.8,2.03125,24.6843,9.06182,0,0,0,0,0,1,0,0.020109
CIV,2018,0.137835,3.42056,5.85225e+10,8619.8,3.36905,24.7927,9.06182,0,0,0,0,0,1,0,0.0331354
CIV,2019,0.0117367,2.94102,6.03829e+10,8619.8,2.52321,24.824,9.06182,0,0,0,0,0,1,0,0.0249191
CIV,2020,0.0236069,1.5037,6.30279e+10,8619.8,2.5375,24.8668,9.06182,0,0,0,0,0,1,0,0.0250584
CIV,2021,0.0223357,0.602966,7.27946e+10,8619.8,3.1975,25.0109,9.06182,0,0,0,0,0,1,0,0.0314744
CIV,2022,0.0270955,0.165359,7.09228e+10,8619.8,2.51533,24.9849,9.06182,0,0,0,0,0,1,0,0.0248421
CIV,2023,0.0819979,0.777302,8.07803e+10,8619.8,4.7654,25.115,9.06182,0,0,0,0,0,1,0,0.0465534
CIV,2024,0.00017079,22.2751,8.71132e+10,8619.8,,25.1905,9.06182,0,0,0,0,0,1,0,
CIV,2025,0.00621447,7.41709,9.97736e+10,8619.8,,25.3262,9.06182,0,0,0,0,0,1,0,
CMR,2000,0.0873,0.0018,1.05666e+10,7607.43,,23.081,8.93688,0,0,0,0,0,0,0,
CMR,2001,0.0383,0.0015,1.09535e+10,7607.43,,23.1169,8.93688,0,0,0,0,0,0,0,
CMR,2002,0.0093,0,1.24173e+10,7607.43,,23.2424,8.93688,0,0,0,0,0,0,0,
CMR,2003,0.0719,0,1.59703e+10,7607.43,,23.494,8.93688,0,0,0,0,0,0,0,
CMR,2004,0.007696,0,1.88262e+10,7607.43,,23.6585,8.93688,0,0,0,0,0,0,0,
CMR,2005,0,0,1.95099e+10,7607.43,,23.6942,8.93688,0,0,0,0,0,0,0,
CMR,2006,0,0.000818,2.09105e+10,7607.43,,23.7635,8.93688,0,0,0,0,0,0,0,
CMR,2007,0,0.001675,2.39283e+10,7607.43,,23.8983,8.93688,0,0,0,0,0,0,0,
CMR,2008,0,0.002487,2.77151e+10,7607.43,,24.0452,8.93688,0,0,0,0,0,0,0,
CMR,2009,0,0,2.7933e+10,7607.43,,24.0531,8.93688,0,0,0,0,0,0,0,
CMR,2010,0.034772,0.00094,2.75075e+10,7607.43,5.625,24.0377,8.93688,0,0,0,0,0,0,0,0.0547249
CMR,2011,0,0.026453,3.06309e+10,7607.43,11.143,24.1453,8.93688,0,0,0,0,0,0,0,0.105648
CMR,2012,0.0014,0,3.01551e+10,7607.43,,24.1296,8.93688,0,0,0,0,0,0,0,
CMR,2013,0.038705,0.005553,3.37286e+10,7607.43,9.45833,24.2416,8.93688,0,0,0,0,0,0,0,0.0903738
CMR,2014,0.00089,0.00913,3.63865e+10,7607.43,8.25,24.3175,8.93688,0,0,0,0,0,0,0,0.0792732
CMR,2015,0,0.000185,3.22102e+10,7607.43,9.45,24.1956,8.93688,0,0,0,0,0,0,0,0.0902976
CMR,2016,0.021985,5.8e-05,3.38143e+10,7607.43,5,24.2442,8.93688,0,0,0,0,0,1,0,0.0487902
CMR,2017,0.096707,0.0390373,3.60985e+10,7607.43,3.86872,24.3095,8.93688,0,0,0,0,0,1,0,0.0379576
CMR,2018,0.0135529,0.0973063,3.99556e+10,7607.43,3.78537,24.411,8.93688,0,0,0,0,0,1,0,0.0371548
CMR,2019,0,0.0327391,3.96678e+10,7607.43,5.52537,24.4038,8.93688,0,0,0,0,0,1,0,0.0537812
CMR,2020,0.16929,0.0361269,4.07732e+10,7607.43,4.91679,24.4313,8.93688,0,0,0,0,0,1,0,0.0479974
CMR,2021,0.426477,0.0652588,4.50119e+10,7607.43,0.833333,24.5302,8.93688,0,0,0,0,0,1,0,0.0082988
CMR,2022,0.067171,0.0769872,4.43472e+10,7607.43,5.47184,24.5153,8.93688,0,0,0,0,0,1,0,0.0532738
CMR,2023,0.0591404,0.0168413,4.88145e+10,7607.43,1.45833,24.6113,8.93688,0,0,0,0,0,1,0,0.014478
CMR,2024,0.156172,0.166082,5.32967e+10,7607.43,,24.6991,8.93688,0,0,0,0,0,1,0,
CMR,2025,0.252356,0.221083,5.89335e+10,7607.43,,24.7997,8.93688,0,0,0,0,0,1,0,
COD,2000,0,0,1.9088e+10,7791.7,,23.6723,8.96081,0,0,0,0,0,0,0,
COD,2001,0,0,7.43819e+09,7791.7,,22.7299,8.96081,0,0,0,0,0,0,0,
COD,2002,0,0,8.72804e+09,7791.7,,22.8898,8.96081,0,0,0,0,0,0,0,
COD,2003,0,0,8.93757e+09,7791.7,,22.9135,8.96081,0,0,0,0,0,0,0,
COD,2004,0,0.000501,1.02975e+10,7791.7,0,23.0552,8.96081,0,0,0,0,0,0,0,0
COD,2005,0,0,1.26097e+10,7791.7,,23.2577,8.96081,0,0,0,0,0,0,0,
COD,2006,0,0,1.5484e+10,7791.7,,23.4631,8.96081,0,0,0,0,0,0,0,
COD,2007,0,0,1.83748e+10,7791.7,,23.6342,8.96081,0,0,0,0,0,0,0,
COD,2008,3.22002,0.190579,2.27235e+10,7791.7,0,23.8467,8.96081,0,0,0,0,0,0,0,0
COD,2009,0.174222,0.080227,1.86073e+10,7791.7,,23.6468,8.96081,0,0,0,0,0,0,0,
COD,2010,0,0.051231,2.41616e+10,7791.7,0,23.908,8.96081,0,0,0,0,0,0,0,0
COD,2011,0.283048,4.49953,2.63924e+10,7791.7,0,23.9963,8.96081,0,0,0,0,0,0,0,0
COD,2012,0,15.2946,3.00294e+10,7791.7,0.833333,24.1254,8.96081,0,0,0,0,0,0,0,0.0082988
COD,2013,0,10.4704,3.48912e+10,7791.7,0,24.2755,8.96081,0,0,0,0,0,0,0,0
COD,2014,0.03655,4.24876,3.8353e+10,7791.7,0,24.3701,8.96081,0,0,0,0,0,0,0,0
COD,2015,0.134385,6.74695,4.01796e+10,7791.7,5.5631,24.4166,8.96081,0,0,0,0,0,0,0,0.0541386
COD,2016,0.001459,10.7675,3.86002e+10,7791.7,0,24.3765,8.96081,0,0,0,0,0,1,0,0
COD,2017,0,0.948988,3.75375e+10,7791.7,1.42857,24.3486,8.96081,0,0,0,0,0,1,0,0.0141846
COD,2018,0.149885,3.35317,4.666e+10,7791.7,1,24.5662,8.96081,0,0,0,0,0,1,0,0.00995033
COD,2019,0,8.21401,4.68459e+10,7791.7,0,24.5701,8.96081,0,0,0,0,0,1,0,0
COD,2020,0,4.03591,4.6692e+10,7791.7,0,24.5668,8.96081,0,0,0,0,0,1,0,0
COD,2021,0,4.82236,5.90673e+10,7791.7,0,24.8019,8.96081,0,0,0,0,0,1,0,0
COD,2022,0.003243,23.2907,7.04223e+10,7791.7,1.42857,24.9778,8.96081,0,0,0,0,0,1,0,0.0141846
COD,2023,0.00450875,15.6179,6.98437e+10,7791.7,0,24.9695,8.96081,0,0,0,0,0,1,0,0
COD,2024,0.0918663,4.61101,7.57162e+10,7791.7,,25.0503,8.96081,0,0,0,0,0,1,0,
COD,2025,0,0.00135727,9.10305e+10,7791.7,,25.2345,8.96081,0,0,0,0,0,1,0,
COG,2000,0,0.4058,3.22793e+09,8128.17,,21.8951,9.00309,0,0,0,0,0,0,0,
COG,2001,0.0135,0.0009,2.7967e+09,8128.17,,21.7517,9.00309,0,0,0,0,0,0,0,
COG,2002,0.0181,0,3.03425e+09,8128.17,,21.8332,9.00309,0,0,0,0,0,0,0,
COG,2003,0,0,3.50372e+09,8128.17,,21.9771,9.00309,0,0,0,0,0,0,0,
COG,2004,0.021541,0.000198,4.65697e+09,8128.17,0,22.2616,9.00309,0,0,0,0,0,0,0,0
COG,2005,0,0,6.65e+09,8128.17,,22.6179,9.00309,0,0,0,0,0,0,0,
COG,2006,0.029365,0,8.07231e+09,8128.17,,22.8117,9.00309,0,0,0,0,0,0,0,
COG,2007,0.56528,0,8.7827e+09,8128.17,,22.8961,9.00309,0,0,0,0,0,0,0,
COG,2008,0.213676,0.002625,1.16499e+10,8128.17,,23.1786,9.00309,0,0,0,0,0,0,0,
COG,2009,0.889801,0,9.7233e+09,8128.17,,22.9978,9.00309,0,0,0,0,0,0,0,
COG,2010,0.355197,0.007409,1.31484e+10,8128.17,13.9583,23.2996,9.00309,0,0,0,0,0,0,0,0.130663
COG,2011,0.753184,0.159154,1.56554e+10,8128.17,6.09091,23.4741,9.00309,0,0,0,0,0,0,0,0.0591262
COG,2012,0.0055,0,1.76929e+10,8128.17,,23.5964,9.00309,0,0,0,0,0,0,0,
COG,2013,0.567127,0,1.79587e+10,8128.17,,23.6113,9.00309,0,0,0,0,0,0,0,
COG,2014,0.258789,0.000144,1.79193e+10,8128.17,8.34041,23.6091,9.00309,0,0,0,0,0,0,0,0.080108
COG,2015,0.170876,0,1.24348e+10,8128.17,,23.2438,9.00309,0,0,0,0,0,0,0,
COG,2016,0.16097,0,1.09313e+10,8128.17,,23.1149,9.00309,0,0,0,0,0,1,0,
COG,2017,0.059006,0,1.18345e+10,8128.17,,23.1943,9.00309,0,0,0,0,0,1,0,
COG,2018,0.00374907,0.00431662,1.47739e+10,8128.17,2.5,23.4161,9.00309,0,0,0,0,0,1,0,0.0246926
COG,2019,0.0583332,0.0133819,1.39766e+10,8128.17,4.5,23.3607,9.00309,0,0,0,0,0,1,0,0.0440169
COG,2020,0.0116583,0.0191868,1.14687e+10,8128.17,4,23.1629,9.00309,0,0,0,0,0,1,0,0.0392207
COG,2021,0.0144992,0.0646628,1.48257e+10,8128.17,3.75,23.4196,9.00309,0,0,0,0,0,1,0,0.036814
COG,2022,0.00074457,0.0147533,1.5817e+10,8128.17,1.125,23.4844,9.00309,0,0,0,0,0,1,0,0.0111872
COG,2023,0.0145349,0.000178,1.53211e+10,8128.17,,23.4525,9.00309,0,0,0,0,0,1,0,
COG,2024,0.0531635,0.000294,1.572e+10,8128.17,,23.4782,9.00309,0,0,0,0,0,1,0,
COG,2025,0.0230126,0.00279628,1.63066e+10,8128.17,,23.5148,9.00309,0,0,0,0,0,1,0,
COL,2000,0,0.1207,9.98751e+10,13356.5,,25.3272,9.49976,0,0,0,0,0,0,0,
COL,2001,0,0.0002,9.82006e+10,13356.5,,25.3103,9.49976,0,0,0,0,0,0,0,
COL,2002,1.097,0.0252,9.79458e+10,13356.5,,25.3077,9.49976,0,0,0,0,0,0,0,
COL,2003,0.1763,0.1351,9.4645e+10,13356.5,,25.2734,9.49976,0,0,0,0,0,0,0,
COL,2004,1.84838,0.152011,1.17092e+11,13356.5,3.71528,25.4862,9.49976,0,0,0,0,0,0,0,0.0364792
COL,2005,0.085532,0.279945,1.45601e+11,13356.5,,25.7041,9.49976,0,0,0,0,0,0,0,
COL,2006,20.4726,0.754904,1.61793e+11,13356.5,,25.8096,9.49976,0,0,0,0,0,0,0,
COL,2007,6.20993,1.00503,2.0623e+11,13356.5,,26.0523,9.49976,0,0,0,0,0,0,0,
COL,2008,2.22224,1.9117,2.42504e+11,13356.5,4.95536,26.2143,9.49976,0,0,0,0,0,0,0,0.0483649
COL,2009,0.103423,3.17455,2.32469e+11,13356.5,,26.172,9.49976,0,0,0,0,0,0,0,
COL,2010,0.064935,3.21389,2.86499e+11,13356.5,10.8945,26.381,9.49976,0,0,0,0,0,0,0,0.103409
COL,2011,0.54782,3.33662,3.34966e+11,13356.5,10.5466,26.5373,9.49976,0,0,0,0,0,0,0,0.100267
COL,2012,0.0999,3.249,3.70691e+11,13356.5,10.7676,26.6386,9.49976,0,0,0,0,0,0,0,0.102264
COL,2013,0.189863,6.39804,3.82094e+11,13356.5,10.7727,26.6689,9.49976,0,0,0,0,0,0,0,0.10231
COL,2014,0.085422,5.44758,3.81241e+11,13356.5,7.58193,26.6667,9.49976,0,0,0,0,0,0,0,0.0730825
COL,2015,0.512406,4.7641,2.93492e+11,13356.5,6.93949,26.4051,9.49976,0,0,0,0,0,0,0,0.0670929
COL,2016,0.033205,3.94929,2.8272e+11,13356.5,6.30026,26.3677,9.49976,0,0,0,0,0,1,0,0.0610975
COL,2017,0.0636494,3.32507,3.11867e+11,13356.5,5.05209,26.4658,9.49976,0,0,0,0,0,1,0,0.0492862
COL,2018,0.220689,3.99429,3.34198e+11,13356.5,4.84388,26.535,9.49976,0,0,0,0,0,1,0,0.0473022
COL,2019,0.238378,4.07058,3.23032e+11,13356.5,5.21025,26.501,9.49976,0,0,0,0,0,1,0,0.0507905
COL,2020,1.70569,3.91146,2.70348e+11,13356.5,5.15505,26.323,9.49976,0,0,0,0,0,1,0,0.0502658
COL,2021,0.346904,5.43176,3.18525e+11,13356.5,4.25894,26.487,9.49976,0,0,0,0,0,1,0,0.0417074
COL,2022,0.542058,5.48766,3.45632e+11,13356.5,5.92737,26.5686,9.49976,0,0,0,0,0,1,0,0.0575835
COL,2023,1.21899,4.37791,3.66902e+11,13356.5,5.73324,26.6284,9.49976,0,0,0,0,0,1,0,0.0557491
COL,2024,0.753107,8.53645,4.20504e+11,13356.5,,26.7647,9.49976,0,0,0,0,0,1,0,
COL,2025,0.0728004,9.71685,4.5741e+11,13356.5,,26.8488,9.49976,0,0,0,0,0,1,0,
COM,2000,0,0.0016,3.39504e+08,7157.4,,19.643,8.8759,0,0,0,0,0,0,0,
COM,2001,0,0,3.72746e+08,7157.4,,19.7364,8.8759,0,0,0,0,0,0,0,
COM,2002,0,0,4.2736e+08,7157.4,,19.8731,8.8759,0,0,0,0,0,0,0,
COM,2003,0,0,5.4683e+08,7157.4,,20.1196,8.8759,0,0,0,0,0,0,0,
COM,2004,0,0,6.2268e+08,7157.4,,20.2495,8.8759,0,0,0,0,0,0,0,
COM,2005,0,1e-06,6.55375e+08,7157.4,,20.3007,8.8759,0,0,0,0,0,0,0,
COM,2006,0,0,6.88499e+08,7157.4,,20.35,8.8759,0,0,0,0,0,0,0,
COM,2007,0,0.001948,7.95673e+08,7157.4,,20.4947,8.8759,0,0,0,0,0,0,0,
COM,2008,0,0,9.15659e+08,7157.4,,20.6352,8.8759,0,0,0,0,0,0,0,
COM,2009,0,0.000238,9.05341e+08,7157.4,,20.6238,8.8759,0,0,0,0,0,0,0,
COM,2010,0,0,9.07979e+08,7157.4,,20.6267,8.8759,0,0,0,0,0,0,0,
COM,2011,0,0,1.02309e+09,7157.4,,20.7461,8.8759,0,0,0,0,0,0,0,
COM,2012,0,0,1.01584e+09,7157.4,,20.739,8.8759,0,0,0,0,0,0,0,
COM,2013,0,0.004196,1.11622e+09,7157.4,0,20.8332,8.8759,0,0,0,0,0,0,0,0
COM,2014,0,0.00409,1.14959e+09,7157.4,0,20.8627,8.8759,0,0,0,0,0,0,0,0
COM,2015,0,0,9.6603e+08,7157.4,,20.6887,8.8759,0,0,0,0,0,0,0,
COM,2016,0,0.00936,1.01284e+09,7157.4,0,20.736,8.8759,0,0,0,0,0,0,0,0
COM,2017,0,0.0062,1.07744e+09,7157.4,0,20.7979,8.8759,0,0,0,0,0,0,0,0
COM,2018,0,0.00549132,1.1888e+09,7157.4,2.36111,20.8962,8.8759,0,0,0,0,0,0,0,0.0233367
COM,2019,0,0,1.19502e+09,7157.4,,20.9014,8.8759,0,0,0,0,0,0,0,
COM,2020,0,0.0165564,1.22504e+09,7157.4,,20.9262,8.8759,0,0,0,0,0,0,0,
COM,2021,0,0.00079949,1.29904e+09,7157.4,0,20.9849,8.8759,0,0,0,0,0,0,0,0
COM,2022,0,0.0192604,1.27954e+09,7157.4,0.548387,20.9698,8.8759,0,0,0,0,0,0,0,0.00546889
COM,2023,0,0.0006132,1.46598e+09,7157.4,0,21.1058,8.8759,0,0,0,0,0,0,0,0
COM,2024,0,0,1.61008e+09,7157.4,,21.1996,8.8759,0,0,0,0,0,0,0,
COM,2025,0,5.735e-05,1.81492e+09,7157.4,,21.3193,8.8759,0,0,0,0,0,0,0,
CPV,2000,0,0,5.39227e+08,9331.83,,20.1056,9.14119,0,0,0,0,0,0,0,
CPV,2001,0,0.0168,5.6309e+08,9331.83,,20.149,9.14119,0,0,0,0,0,0,0,
CPV,2002,0,0,6.20507e+08,9331.83,,20.246,9.14119,0,0,0,0,0,0,0,
CPV,2003,0,0,8.1326e+08,9331.83,,20.5166,9.14119,0,0,0,0,0,0,0,
CPV,2004,0,0,9.2494e+08,9331.83,,20.6452,9.14119,0,0,0,0,0,0,0,
CPV,2005,0,0,9.72242e+08,9331.83,,20.6951,9.14119,0,0,0,0,0,0,0,
CPV,2006,0,0,1.10757e+09,9331.83,,20.8254,9.14119,0,0,0,0,0,0,0,
CPV,2007,0,0.001529,1.64962e+09,9331.83,,21.2238,9.14119,0,0,0,0,0,0,0,
CPV,2008,0,0,1.95962e+09,9331.83,,21.396,9.14119,0,0,0,0,0,0,0,
CPV,2009,0,0,1.85233e+09,9331.83,,21.3397,9.14119,0,0,0,0,0,0,0,
CPV,2010,0,0,1.82475e+09,9331.83,,21.3247,9.14119,0,0,0,0,0,0,0,
CPV,2011,0,0.00113,2.04682e+09,9331.83,10,21.4396,9.14119,0,0,0,0,0,0,0,0.0953102
CPV,2012,0,0,1.91308e+09,9331.83,,21.372,9.14119,0,0,0,0,0,0,0,
CPV,2013,0,0,2.02891e+09,9331.83,,21.4308,9.14119,0,0,0,0,0,0,0,
CPV,2014,0,0.000195,2.04193e+09,9331.83,6.46771,21.4372,9.14119,0,0,0,0,0,0,0,0.0626715
CPV,2015,0,0.001504,1.74986e+09,9331.83,8.68378,21.2828,9.14119,0,0,0,0,0,0,0,0.0832723
CPV,2016,0,0,1.84979e+09,9331.83,,21.3383,9.14119,0,0,0,0,0,1,0,
CPV,2017,0,0.00045209,1.99674e+09,9331.83,0.0328987,21.4148,9.14119,0,0,0,0,0,1,0,0.000328933
CPV,2018,0,0.00821685,2.2051e+09,9331.83,11.4309,21.514,9.14119,0,0,0,0,0,1,0,0.108235
CPV,2019,0,0.00090717,2.25218e+09,9331.83,11.8328,21.5352,9.14119,0,0,0,0,0,1,0,0.111835
CPV,2020,0,0,1.82157e+09,9331.83,,21.323,9.14119,0,0,0,0,0,1,0,
CPV,2021,0,0.00716034,2.05184e+09,9331.83,,21.442,9.14119,0,0,0,0,0,1,0,
CPV,2022,0.0010569,0.00679921,2.247e+09,9331.83,8.64924,21.5329,9.14119,0,0,0,0,0,1,0,0.0829545
CPV,2023,0,0.00040541,2.50453e+09,9331.83,0.806452,21.6414,9.14119,0,0,0,0,0,1,0,0.00803217
CPV,2024,0,0,2.71372e+09,9331.83,,21.7216,9.14119,0,0,0,0,0,1,0,
CPV,2025,0,0,3.05663e+09,9331.83,,21.8406,9.14119,0,0,0,0,0,1,0,
CRI,2000,29.3011,0.0214,1.50136e+10,13307.2,,23.4322,9.49606,0,0,0,0,0,0,0,
CRI,2001,0,0.0383,1.59762e+10,13307.2,,23.4944,9.49606,0,0,0,0,0,0,0,
CRI,2002,0,0.0497,1.65788e+10,13307.2,,23.5314,9.49606,0,0,0,0,0,0,0,
CRI,2003,0.0819,0.0621,1.72718e+10,13307.2,,23.5723,9.49606,0,0,0,0,0,0,0,
