"NAM"	"DAT"	"PERIOD"	"КАТО(по каталогу)"	"LКАТО(по каталогу)"	"ССП"	"LССП"	"ГНКИПЦ01_2753"	"LГНКИПЦ01_2753"	"VAL"
"Индекс потребительских цен(Процент)"	"Февраль 2025 г."	"202502"	"СЕВЕРО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"101.6"
"Индекс потребительских цен(Процент)"	"Март 2024 г."	"202403"	"СЕВЕРО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"101.2"
"Индекс потребительских цен(Процент)"	"Январь 2021 г."	"202101"	"СЕВЕРО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.6"
"Индекс потребительских цен(Процент)"	"Сентябрь 2023 г."	"202309"	"СЕВЕРО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.6"
"Индекс потребительских цен(Процент)"	"Январь 2023 г."	"202301"	"СЕВЕРО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"101.5"
"Индекс потребительских цен(Процент)"	"Август 2024 г."	"202408"	"СЕВЕРО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.5"
"Индекс потребительских цен(Процент)"	"Ноябрь 2023 г."	"202311"	"СЕВЕРО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.8"
"Индекс потребительских цен(Процент)"	"Август 2023 г."	"202308"	"СЕВЕРО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.3"
"Индекс потребительских цен(Процент)"	"Июнь 2023 г."	"202306"	"СЕВЕРО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.9"
"Индекс потребительских цен(Процент)"	"Июль 2023 г."	"202307"	"СЕВЕРО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.6"
"Индекс потребительских цен(Процент)"	"Март 2023 г."	"202303"	"СЕВЕРО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"101.0"
"Индекс потребительских цен(Процент)"	"Февраль 2021 г."	"202102"	"СЕВЕРО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.5"
"Индекс потребительских цен(Процент)"	"Май 2024 г."	"202405"	"СЕВЕРО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.5"
"Индекс потребительских цен(Процент)"	"Сентябрь 2025 г."	"202509"	"СЕВЕРО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"101.1"
"Индекс потребительских цен(Процент)"	"Октябрь 2025 г."	"202510"	"СЕВЕРО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.9"
"Индекс потребительских цен(Процент)"	"Ноябрь 2019 г."	"201911"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.8"
"Индекс потребительских цен(Процент)"	"Июнь 2018 г."	"201806"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.1"
"Индекс потребительских цен(Процент)"	"Октябрь 2018 г."	"201810"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.5"
"Индекс потребительских цен(Процент)"	"Сентябрь 2018 г."	"201809"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.5"
"Индекс потребительских цен(Процент)"	"Июль 2014 г."	"201407"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.6"
"Индекс потребительских цен(Процент)"	"Сентябрь 2014 г."	"201409"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.1"
"Индекс потребительских цен(Процент)"	"Июль 2017 г."	"201707"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.5"
"Индекс потребительских цен(Процент)"	"Август 2012 г."	"201208"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.2"
"Индекс потребительских цен(Процент)"	"Ноябрь 2011 г."	"201111"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.3"
"Индекс потребительских цен(Процент)"	"Март 2014 г."	"201403"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.2"
"Индекс потребительских цен(Процент)"	"Февраль 2014 г."	"201402"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"103.4"
"Индекс потребительских цен(Процент)"	"Январь 2014 г."	"201401"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.7"
"Индекс потребительских цен(Процент)"	"Ноябрь 2014 г."	"201411"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.4"
"Индекс потребительских цен(Процент)"	"Февраль 2018 г."	"201802"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.5"
"Индекс потребительских цен(Процент)"	"Октябрь 2020 г."	"202010"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.4"
"Индекс потребительских цен(Процент)"	"Май 2021 г."	"202105"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"101.0"
"Индекс потребительских цен(Процент)"	"Октябрь 2021 г."	"202110"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.4"
"Индекс потребительских цен(Процент)"	"Сентябрь 2021 г."	"202109"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.6"
"Индекс потребительских цен(Процент)"	"Июль 2021 г."	"202107"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.8"
"Индекс потребительских цен(Процент)"	"Июнь 2021 г."	"202106"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.8"
"Индекс потребительских цен(Процент)"	"Август 2021 г."	"202108"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.5"
"Индекс потребительских цен(Процент)"	"Август 2016 г."	"201608"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.3"
"Индекс потребительских цен(Процент)"	"Апрель 2016 г."	"201604"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.9"
"Индекс потребительских цен(Процент)"	"Декабрь 2021 г."	"202112"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.4"
"Индекс потребительских цен(Процент)"	"Апрель 2021 г."	"202104"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.8"
"Индекс потребительских цен(Процент)"	"Ноябрь 2021 г."	"202111"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.7"
"Индекс потребительских цен(Процент)"	"Май 2017 г."	"201705"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.7"
"Индекс потребительских цен(Процент)"	"Январь 2020 г."	"202001"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.8"
"Индекс потребительских цен(Процент)"	"Апрель 2018 г."	"201804"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.4"
"Индекс потребительских цен(Процент)"	"Март 2018 г."	"201803"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.6"
"Индекс потребительских цен(Процент)"	"Май 2013 г."	"201305"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.2"
"Индекс потребительских цен(Процент)"	"Январь 2012 г."	"201201"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.5"
"Индекс потребительских цен(Процент)"	"Ноябрь 2017 г."	"201711"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.8"
"Индекс потребительских цен(Процент)"	"Октябрь 2013 г."	"201310"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.1"
"Индекс потребительских цен(Процент)"	"Июнь 2017 г."	"201706"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.4"
"Индекс потребительских цен(Процент)"	"Апрель 2013 г."	"201304"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.3"
"Индекс потребительских цен(Процент)"	"Февраль 2013 г."	"201302"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.6"
"Индекс потребительских цен(Процент)"	"Сентябрь 2013 г."	"201309"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.2"
"Индекс потребительских цен(Процент)"	"Август 2011 г."	"201108"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"101.2"
"Индекс потребительских цен(Процент)"	"Август 2013 г."	"201308"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.2"
"Индекс потребительских цен(Процент)"	"Март 2013 г."	"201303"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.1"
"Индекс потребительских цен(Процент)"	"Июль 2011 г."	"201107"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.4"
"Индекс потребительских цен(Процент)"	"Сентябрь 2011 г."	"201109"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"101.4"
"Индекс потребительских цен(Процент)"	"Февраль 2012 г."	"201202"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.2"
"Индекс потребительских цен(Процент)"	"Декабрь 2012 г."	"201212"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"101.3"
"Индекс потребительских цен(Процент)"	"Октябрь 2012 г."	"201210"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.3"
"Индекс потребительских цен(Процент)"	"Март 2012 г."	"201203"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.5"
"Индекс потребительских цен(Процент)"	"Май 2011 г."	"201105"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.4"
"Индекс потребительских цен(Процент)"	"Апрель 2011 г."	"201104"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.1"
"Индекс потребительских цен(Процент)"	"Июль 2013 г."	"201307"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.1"
"Индекс потребительских цен(Процент)"	"Январь 2013 г."	"201301"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"101.5"
"Индекс потребительских цен(Процент)"	"Февраль 2011 г."	"201102"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"101.2"
"Индекс потребительских цен(Процент)"	"Март 2011 г."	"201103"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.9"
"Индекс потребительских цен(Процент)"	"Июнь 2011 г."	"201106"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.4"
"Индекс потребительских цен(Процент)"	"Октябрь 2011 г."	"201110"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.1"
"Индекс потребительских цен(Процент)"	"Декабрь 2011 г."	"201112"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.2"
"Индекс потребительских цен(Процент)"	"Апрель 2012 г."	"201204"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.7"
"Индекс потребительских цен(Процент)"	"Май 2012 г."	"201205"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.5"
"Индекс потребительских цен(Процент)"	"Сентябрь 2012 г."	"201209"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.8"
"Индекс потребительских цен(Процент)"	"Январь 2011 г."	"201101"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"101.8"
"Индекс потребительских цен(Процент)"	"Июль 2012 г."	"201207"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.0"
"Индекс потребительских цен(Процент)"	"Февраль 2016 г."	"201602"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"101.4"
"Индекс потребительских цен(Процент)"	"Август 2018 г."	"201808"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.2"
"Индекс потребительских цен(Процент)"	"Октябрь 2017 г."	"201710"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"101.1"
"Индекс потребительских цен(Процент)"	"Июль 2018 г."	"201807"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.0"
"Индекс потребительских цен(Процент)"	"Ноябрь 2013 г."	"201311"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.4"
"Индекс потребительских цен(Процент)"	"Июнь 2012 г."	"201206"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.4"
"Индекс потребительских цен(Процент)"	"Октябрь 2016 г."	"201610"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.5"
"Индекс потребительских цен(Процент)"	"Май 2015 г."	"201505"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.4"
"Индекс потребительских цен(Процент)"	"Январь 2016 г."	"201601"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.8"
"Индекс потребительских цен(Процент)"	"Апрель 2014 г."	"201404"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.2"
"Индекс потребительских цен(Процент)"	"Декабрь 2013 г."	"201312"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.6"
"Индекс потребительских цен(Процент)"	"Май 2014 г."	"201405"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.5"
"Индекс потребительских цен(Процент)"	"Апрель 2015 г."	"201504"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"99.7"
"Индекс потребительских цен(Процент)"	"Август 2014 г."	"201408"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.2"
"Индекс потребительских цен(Процент)"	"Ноябрь 2018 г."	"201811"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.7"
"Индекс потребительских цен(Процент)"	"Август 2015 г."	"201508"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.4"
"Индекс потребительских цен(Процент)"	"Март 2015 г."	"201503"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.0"
"Индекс потребительских цен(Процент)"	"Январь 2015 г."	"201501"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"101.0"
"Индекс потребительских цен(Процент)"	"Сентябрь 2020 г."	"202009"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.3"
"Индекс потребительских цен(Процент)"	"Июль 2015 г."	"201507"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"99.9"
"Индекс потребительских цен(Процент)"	"Ноябрь 2015 г."	"201511"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"103.0"
"Индекс потребительских цен(Процент)"	"Декабрь 2015 г."	"201512"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.2"
"Индекс потребительских цен(Процент)"	"Июнь 2015 г."	"201506"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.1"
"Индекс потребительских цен(Процент)"	"Сентябрь 2015 г."	"201509"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.7"
"Индекс потребительских цен(Процент)"	"Июнь 2014 г."	"201406"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.3"
"Индекс потребительских цен(Процент)"	"Декабрь 2014 г."	"201412"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.5"
"Индекс потребительских цен(Процент)"	"Октябрь 2014 г."	"201410"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.2"
"Индекс потребительских цен(Процент)"	"Май 2016 г."	"201605"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.7"
"Индекс потребительских цен(Процент)"	"Октябрь 2015 г."	"201510"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"106.1"
"Индекс потребительских цен(Процент)"	"Январь 2025 г."	"202501"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"101.3"
"Индекс потребительских цен(Процент)"	"Январь 2017 г."	"201701"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"101.2"
"Индекс потребительских цен(Процент)"	"Февраль 2015 г."	"201502"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.8"
"Индекс потребительских цен(Процент)"	"Ноябрь 2012 г."	"201211"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.5"
"Индекс потребительских цен(Процент)"	"Март 2016 г."	"201603"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.7"
"Индекс потребительских цен(Процент)"	"Июнь 2020 г."	"202006"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.5"
"Индекс потребительских цен(Процент)"	"Июль 2020 г."	"202007"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.1"
"Индекс потребительских цен(Процент)"	"Ноябрь 2020 г."	"202011"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.8"
"Индекс потребительских цен(Процент)"	"Май 2020 г."	"202005"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.6"
"Индекс потребительских цен(Процент)"	"Март 2021 г."	"202103"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.7"
"Индекс потребительских цен(Процент)"	"Апрель 2024 г."	"202404"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.4"
"Индекс потребительских цен(Процент)"	"Декабрь 2016 г."	"201612"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"101.0"
"Индекс потребительских цен(Процент)"	"Июнь 2013 г."	"201306"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.2"
"Индекс потребительских цен(Процент)"	"Июль 2016 г."	"201607"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.3"
"Индекс потребительских цен(Процент)"	"Ноябрь 2016 г."	"201611"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"101.1"
"Индекс потребительских цен(Процент)"	"Февраль 2017 г."	"201702"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.5"
"Индекс потребительских цен(Процент)"	"Июнь 2016 г."	"201606"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.1"
"Индекс потребительских цен(Процент)"	"Март 2017 г."	"201703"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.4"
"Индекс потребительских цен(Процент)"	"Апрель 2017 г."	"201704"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.4"
"Индекс потребительских цен(Процент)"	"Май 2018 г."	"201805"	"ЖАМБЫЛСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к предыдущему периоду"	"0"	"Товары и услуги"	"0"	"100.2"
