"NAM"	"DAT"	"PERIOD"	"КАТО(по каталогу)"	"LКАТО(по каталогу)"	"ССП"	"LССП"	"ГНКИПЦ01_2753"	"LГНКИПЦ01_2753"	"VAL"
"Индекс потребительских цен(Процент)"	"Ноябрь 2019 г."	"201911"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"105.0"
"Индекс потребительских цен(Процент)"	"Июнь 2018 г."	"201806"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"106.1"
"Индекс потребительских цен(Процент)"	"Октябрь 2018 г."	"201810"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"105.6"
"Индекс потребительских цен(Процент)"	"Сентябрь 2018 г."	"201809"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"105.9"
"Индекс потребительских цен(Процент)"	"Июль 2014 г."	"201407"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"105.4"
"Индекс потребительских цен(Процент)"	"Сентябрь 2014 г."	"201409"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"105.7"
"Индекс потребительских цен(Процент)"	"Июль 2017 г."	"201707"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"106.2"
"Индекс потребительских цен(Процент)"	"Август 2012 г."	"201208"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"103.6"
"Индекс потребительских цен(Процент)"	"Ноябрь 2011 г."	"201111"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"107.7"
"Индекс потребительских цен(Процент)"	"Март 2014 г."	"201403"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"104.6"
"Индекс потребительских цен(Процент)"	"Февраль 2014 г."	"201402"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"105.3"
"Индекс потребительских цен(Процент)"	"Январь 2014 г."	"201401"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"104.9"
"Индекс потребительских цен(Процент)"	"Ноябрь 2014 г."	"201411"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"106.3"
"Индекс потребительских цен(Процент)"	"Февраль 2018 г."	"201802"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"106.4"
"Индекс потребительских цен(Процент)"	"Октябрь 2020 г."	"202010"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"106.9"
"Индекс потребительских цен(Процент)"	"Май 2021 г."	"202105"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"107.2"
"Индекс потребительских цен(Процент)"	"Октябрь 2021 г."	"202110"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"108.6"
"Индекс потребительских цен(Процент)"	"Сентябрь 2021 г."	"202109"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"108.7"
"Индекс потребительских цен(Процент)"	"Июль 2021 г."	"202107"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"108.2"
"Индекс потребительских цен(Процент)"	"Июнь 2021 г."	"202106"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"107.8"
"Индекс потребительских цен(Процент)"	"Август 2021 г."	"202108"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"108.2"
"Индекс потребительских цен(Процент)"	"Август 2016 г."	"201608"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"116.9"
"Индекс потребительских цен(Процент)"	"Апрель 2016 г."	"201604"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"116.1"
"Индекс потребительских цен(Процент)"	"Декабрь 2021 г."	"202112"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"108.5"
"Индекс потребительских цен(Процент)"	"Апрель 2021 г."	"202104"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"107.0"
"Индекс потребительских цен(Процент)"	"Ноябрь 2021 г."	"202111"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"108.8"
"Индекс потребительских цен(Процент)"	"Май 2017 г."	"201705"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"106.2"
"Индекс потребительских цен(Процент)"	"Январь 2020 г."	"202001"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"105.0"
"Индекс потребительских цен(Процент)"	"Апрель 2018 г."	"201804"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"106.6"
"Индекс потребительских цен(Процент)"	"Март 2018 г."	"201803"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"106.5"
"Индекс потребительских цен(Процент)"	"Май 2013 г."	"201305"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"107.1"
"Индекс потребительских цен(Процент)"	"Январь 2012 г."	"201201"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"105.9"
"Индекс потребительских цен(Процент)"	"Ноябрь 2017 г."	"201711"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"107.0"
"Индекс потребительских цен(Процент)"	"Октябрь 2013 г."	"201310"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"106.9"
"Индекс потребительских цен(Процент)"	"Июнь 2017 г."	"201706"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"106.6"
"Индекс потребительских цен(Процент)"	"Апрель 2013 г."	"201304"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"107.7"
"Индекс потребительских цен(Процент)"	"Февраль 2013 г."	"201302"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"106.5"
"Индекс потребительских цен(Процент)"	"Сентябрь 2013 г."	"201309"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"107.1"
"Индекс потребительских цен(Процент)"	"Август 2011 г."	"201108"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"108.9"
"Индекс потребительских цен(Процент)"	"Август 2013 г."	"201308"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"107.7"
"Индекс потребительских цен(Процент)"	"Март 2013 г."	"201303"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"107.5"
"Индекс потребительских цен(Процент)"	"Июль 2011 г."	"201107"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"108.4"
"Индекс потребительских цен(Процент)"	"Сентябрь 2011 г."	"201109"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"109.0"
"Индекс потребительских цен(Процент)"	"Февраль 2012 г."	"201202"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"104.8"
"Индекс потребительских цен(Процент)"	"Декабрь 2012 г."	"201212"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"104.2"
"Индекс потребительских цен(Процент)"	"Октябрь 2012 г."	"201210"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"104.1"
"Индекс потребительских цен(Процент)"	"Март 2012 г."	"201203"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"104.8"
"Индекс потребительских цен(Процент)"	"Май 2011 г."	"201105"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"107.4"
"Индекс потребительских цен(Процент)"	"Апрель 2011 г."	"201104"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"107.8"
"Индекс потребительских цен(Процент)"	"Июль 2013 г."	"201307"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"107.5"
"Индекс потребительских цен(Процент)"	"Январь 2013 г."	"201301"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"105.9"
"Индекс потребительских цен(Процент)"	"Февраль 2011 г."	"201102"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"108.6"
"Индекс потребительских цен(Процент)"	"Март 2011 г."	"201103"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"108.3"
"Индекс потребительских цен(Процент)"	"Июнь 2011 г."	"201106"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"108.0"
"Индекс потребительских цен(Процент)"	"Октябрь 2011 г."	"201110"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"108.3"
"Индекс потребительских цен(Процент)"	"Декабрь 2011 г."	"201112"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"107.1"
"Индекс потребительских цен(Процент)"	"Апрель 2012 г."	"201204"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"104.8"
"Индекс потребительских цен(Процент)"	"Май 2012 г."	"201205"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"105.0"
"Индекс потребительских цен(Процент)"	"Сентябрь 2012 г."	"201209"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"103.7"
"Индекс потребительских цен(Процент)"	"Январь 2011 г."	"201101"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"108.0"
"Индекс потребительских цен(Процент)"	"Июль 2012 г."	"201207"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"103.8"
"Индекс потребительских цен(Процент)"	"Февраль 2016 г."	"201602"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"115.5"
"Индекс потребительских цен(Процент)"	"Август 2018 г."	"201808"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"105.7"
"Индекс потребительских цен(Процент)"	"Октябрь 2017 г."	"201710"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"107.1"
"Индекс потребительских цен(Процент)"	"Июль 2018 г."	"201807"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"105.8"
"Индекс потребительских цен(Процент)"	"Ноябрь 2013 г."	"201311"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"106.7"
"Индекс потребительских цен(Процент)"	"Июнь 2012 г."	"201206"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"104.3"
"Индекс потребительских цен(Процент)"	"Октябрь 2016 г."	"201610"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"110.9"
"Индекс потребительских цен(Процент)"	"Май 2015 г."	"201505"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"104.6"
"Индекс потребительских цен(Процент)"	"Январь 2016 г."	"201601"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"113.4"
"Индекс потребительских цен(Процент)"	"Апрель 2014 г."	"201404"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"104.7"
"Индекс потребительских цен(Процент)"	"Декабрь 2013 г."	"201312"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"106.4"
"Индекс потребительских цен(Процент)"	"Май 2014 г."	"201405"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"105.2"
"Индекс потребительских цен(Процент)"	"Апрель 2015 г."	"201504"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"104.9"
"Индекс потребительских цен(Процент)"	"Август 2014 г."	"201408"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"105.4"
"Индекс потребительских цен(Процент)"	"Ноябрь 2018 г."	"201811"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"105.6"
"Индекс потребительских цен(Процент)"	"Август 2015 г."	"201508"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"103.6"
"Индекс потребительских цен(Процент)"	"Март 2015 г."	"201503"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"105.3"
"Индекс потребительских цен(Процент)"	"Январь 2015 г."	"201501"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"106.5"
"Индекс потребительских цен(Процент)"	"Сентябрь 2020 г."	"202009"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"107.0"
"Индекс потребительских цен(Процент)"	"Июль 2015 г."	"201507"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"103.8"
"Индекс потребительских цен(Процент)"	"Ноябрь 2015 г."	"201511"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"112.8"
"Индекс потребительских цен(Процент)"	"Декабрь 2015 г."	"201512"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"112.4"
"Индекс потребительских цен(Процент)"	"Июнь 2015 г."	"201506"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"104.0"
"Индекс потребительских цен(Процент)"	"Сентябрь 2015 г."	"201509"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"104.1"
"Индекс потребительских цен(Процент)"	"Июнь 2014 г."	"201406"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"105.2"
"Индекс потребительских цен(Процент)"	"Декабрь 2014 г."	"201412"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"106.6"
"Индекс потребительских цен(Процент)"	"Октябрь 2014 г."	"201410"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"105.7"
"Индекс потребительских цен(Процент)"	"Май 2016 г."	"201605"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"116.0"
"Индекс потребительских цен(Процент)"	"Октябрь 2015 г."	"201510"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"109.2"
"Индекс потребительских цен(Процент)"	"Январь 2025 г."	"202501"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"109.7"
"Индекс потребительских цен(Процент)"	"Январь 2017 г."	"201701"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"108.0"
"Индекс потребительских цен(Процент)"	"Февраль 2015 г."	"201502"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"105.9"
"Индекс потребительских цен(Процент)"	"Ноябрь 2012 г."	"201211"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"104.1"
"Индекс потребительских цен(Процент)"	"Март 2016 г."	"201603"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"115.5"
"Индекс потребительских цен(Процент)"	"Июнь 2020 г."	"202006"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"106.8"
"Индекс потребительских цен(Процент)"	"Июль 2020 г."	"202007"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"106.8"
"Индекс потребительских цен(Процент)"	"Ноябрь 2020 г."	"202011"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"107.1"
"Индекс потребительских цен(Процент)"	"Май 2020 г."	"202005"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"106.5"
"Индекс потребительских цен(Процент)"	"Март 2021 г."	"202103"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"107.1"
"Индекс потребительских цен(Процент)"	"Апрель 2024 г."	"202404"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"108.1"
"Индекс потребительских цен(Процент)"	"Декабрь 2016 г."	"201612"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"108.7"
"Индекс потребительских цен(Процент)"	"Июнь 2013 г."	"201306"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"107.4"
"Индекс потребительских цен(Процент)"	"Июль 2016 г."	"201607"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"117.1"
"Индекс потребительских цен(Процент)"	"Ноябрь 2016 г."	"201611"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"107.6"
"Индекс потребительских цен(Процент)"	"Февраль 2017 г."	"201702"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"106.1"
"Индекс потребительских цен(Процент)"	"Июнь 2016 г."	"201606"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"116.5"
"Индекс потребительских цен(Процент)"	"Март 2017 г."	"201703"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"106.5"
"Индекс потребительских цен(Процент)"	"Апрель 2017 г."	"201704"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"106.0"
"Индекс потребительских цен(Процент)"	"Май 2018 г."	"201805"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"106.4"
"Индекс потребительских цен(Процент)"	"Сентябрь 2017 г."	"201709"	"ЗАПАДНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"отчетный период к соответствующему периоду прошлого года"	"0"	"Товары и услуги"	"0"	"106.9"
